id,instance,notes,type,status,inputs (#post),outputs (#pre),aL(R) #post,aL(R) #pre,#voxels
268725517,PAM09(B1ped)_L,,PAM09,Traced,808,241,162,68,323658271
299613480,PAM09(B1ped)_R,,PAM09,Traced,1853,338,206,60,549779297
300968622,KCab-m_R,,KCab-m,Traced,511,193,198,81,279723087
300972942,MBON14(a3)_R,,MBON14,Traced,13634,543,13271,17,1566415099
301309622,KCab-c_R,,KCab-c,Traced,358,142,135,61,133670973
301314150,KCab-c_R,,KCab-c,Traced,528,179,182,82,271031858
301314154,KCab-c_R,,KCab-c,Traced,415,156,130,60,139037136
301314208,KCab-c_R,,KCab-c,Traced,411,148,140,62,242376591
301318641,KCab-c_R,,KCab-c,Traced,437,177,180,73,237234042
328253133,PAM10(B1)_R,,PAM10,Traced,2251,433,215,54,610336226
328546871,PAM10(B1)_R,,PAM10,Traced,2576,500,3,1,766273281
329435390,PAM10(B1)_L,,PAM10,Traced,1374,379,130,39,475403925
329566174,OA-VPM3(NO2/NO3)_R,,OA-VPM3,Traced,10075,8632,18,17,6917059458
330268940,LHCENT9_R,,LHCENT9,Traced,12428,2654,6,6,3801815677
331662668,KCab-m_R,,KCab-m,Traced,530,216,205,108,283368182
331662710,PPL106(a3)_R,,PPL106,Traced,9962,1814,4477,1042,2855596370
331662717,KCab-s_R,,KCab-s,Traced,630,224,212,97,287565290
331999156,KCab-c_R,,KCab-c,Traced,568,159,195,65,241428851
331999213,KCab-s_R,,KCab-s,Traced,614,220,244,102,291645899
332003372,KCab-c_R,,KCab-c,Traced,395,161,173,72,122162962
332003629,KCab-m_R,,KCab-m,Traced,514,192,227,90,253736233
332003730,KCab-c_R,,KCab-c,Traced,353,139,172,67,103432112
332003895,KCab-m_R,,KCab-m,Traced,410,195,209,99,127517438
332003899,KCab-c_R,,KCab-c,Traced,324,128,153,60,105484035
332007728,KCab-m_R,,KCab-m,Traced,506,195,184,82,277872366
332008063,KCab-m_R,,KCab-m,Traced,560,194,234,85,294635155
332008082,KCab-m_R,,KCab-m,Traced,531,195,218,94,177708912
332340127,KCab-s_R,,KCab-s,Traced,549,226,227,111,313331158
332340236,KCab-m_R,,KCab-m,Traced,521,208,217,94,266377828
332344539,KCab-c_R,,KCab-c,Traced,320,128,112,55,234057501
332344592,KCab-c_R,,KCab-c,Traced,398,149,146,58,240960634
332344670,KCab-c_R,,KCab-c,Traced,486,169,181,66,234167577
332344760,KCab-c_R,,KCab-c,Traced,395,134,140,59,246819285
332344908,KCab-m_R,,KCab-m,Traced,487,189,198,90,268817182
332349228,KCab-c_R,,KCab-c,Traced,456,166,172,63,214914746
332349327,KCab-c_R,,KCab-c,Traced,447,169,133,65,256659037
332353106,KCab-m_R,,KCab-m,Traced,571,211,197,98,321812342
332353336,KCab-m_R,,KCab-m,Traced,564,205,226,102,225763648
332353438,KCab-s_R,,KCab-s,Traced,622,227,239,105,282464071
332353566,KCab-m_R,,KCab-m,Traced,543,212,236,101,269502245
332685594,KCab-c_R,,KCab-c,Traced,511,166,188,60,237332908
332685751,KCab-c_R,,KCab-c,Traced,494,160,165,65,273649025
332685755,KCab-c_R,,KCab-c,Traced,505,156,158,65,242692260
332689776,KCab-m_R,,KCab-m,Traced,512,199,213,97,264328558
332690153,KCab-c_R,,KCab-c,Traced,512,179,194,86,245024062
333030976,KCab-m_R,,KCab-m,Traced,584,202,255,95,283536655
333031114,KCab-m_R,,KCab-m,Traced,551,231,228,109,276663020
333035349,KCab-s_R,,KCab-s,Traced,526,212,194,98,254599892
333039671,KCab-m_R,,KCab-m,Traced,509,199,197,97,286421642
359586213,PAM09(B1ped)_R,,PAM09,Traced,920,206,71,17,434301483
360941147,PAM09(B1ped)_R,,PAM09,Traced,806,187,82,37,377339671
362689128,KCab-s_R,,KCab-s,Traced,617,227,240,106,273811187
362693077,KCab-m_R,,KCab-m,Traced,532,184,204,82,263906669
362693473,KCab-m_R,,KCab-m,Traced,520,209,222,98,239370489
362697657,KCab-s_R,,KCab-s,Traced,601,210,218,91,313058417
362701764,KCab-s_R,,KCab-s,Traced,600,249,246,120,318733719
362701875,KCab-s_R,,KCab-s,Traced,552,218,201,95,334397254
362701895,KCab-m_R,,KCab-m,Traced,550,187,196,84,175991386
362701969,KCab-s_R,,KCab-s,Traced,622,232,229,103,333622355
363029976,KCab-m_R,,KCab-m,Traced,581,226,229,108,274155899
363030024,KCab-m_R,,KCab-m,Traced,548,198,186,81,261572170
363030040,KCab-s_R,,KCab-s,Traced,641,229,282,126,313793782
363034174,KCab-m_R,,KCab-m,Traced,490,164,205,80,150639369
363034211,KCab-m_R,,KCab-m,Traced,575,213,237,104,343804358
363034407,KCab-m_R,,KCab-m,Traced,544,201,217,101,246732527
363034501,KCab-c_R,,KCab-c,Traced,399,152,130,53,239962436
363038752,KCab-c_R,,KCab-c,Traced,395,156,151,72,243386403
363038831,KCab-m_R,,KCab-m,Traced,557,199,250,86,241736639
363042781,KCab-m_R,,KCab-m,Traced,571,216,199,93,244505233
363047222,KCab-s_R,,KCab-s,Traced,631,266,229,119,336290357
363370708,KCab-c_R,,KCab-c,Traced,402,144,167,68,139563321
363370913,KCab-m_R,,KCab-m,Traced,472,176,178,69,260466830
363371001,KCab-m_R,,KCab-m,Traced,363,165,149,64,127757067
363375247,KCab-c_R,,KCab-c,Traced,419,158,150,67,231111926
363375408,KCab-c_R,,KCab-c,Traced,502,166,176,71,248017087
363375475,KCab-c_R,,KCab-c,Traced,320,150,144,69,224297658
363379387,KCab-c_R,,KCab-c,Traced,319,130,148,64,104359005
363384083,KCab-m_R,,KCab-m,Traced,570,197,213,86,258668704
363384090,KCab-m_R,,KCab-m,Traced,489,201,180,79,162576162
363384138,KCab-m_R,,KCab-m,Traced,587,202,247,100,291396902
363387921,KCab-m_R,,KCab-m,Traced,503,191,194,87,250900782
363716151,KCab-c_R,,KCab-c,Traced,484,168,193,75,255962951
363716303,KCab-m_R,,KCab-m,Traced,512,181,201,77,244395911
363716362,KCab-m_R,,KCab-m,Traced,581,200,208,80,253471360
363724985,KCab-c_R,,KCab-c,Traced,449,161,153,66,242231993
363724996,KCab-c_R,,KCab-c,Traced,470,169,145,67,161446100
363725096,KCab-c_R,,KCab-c,Traced,304,135,146,70,99242143
363725201,KCab-m_R,,KCab-m,Traced,572,173,222,72,328272561
363725228,KCab-m_R,,KCab-m,Traced,513,161,183,70,243989006
363729312,KCab-m_R,,KCab-m,Traced,601,228,197,93,278707181
363729314,KCab-m_R,,KCab-m,Traced,515,198,220,102,238766624
363733406,KCab-s_R,,KCab-s,Traced,539,225,194,92,197608415
364061776,KCab-m_R,,KCab-m,Traced,507,199,213,98,175728870
364066029,KCab-c_R,,KCab-c,Traced,262,115,120,54,95599995
364070309,KCab-c_R,,KCab-c,Traced,382,138,157,57,213780409
364070517,KCab-m_R,,KCab-m,Traced,551,214,218,98,269037202
364407023,KCab-m_R,,KCab-m,Traced,568,207,233,86,290733120
364411143,KCab-s_R,,KCab-s,Traced,547,232,205,103,275488255
393383025,KCab-s_R,,KCab-s,Traced,542,235,208,123,341937695
393387426,KCab-s_R,,KCab-s,Traced,697,264,277,128,350848802
393732180,,,,Orphan,1,2,1,2,279237
393736822,KCab-m_R,,KCab-m,Traced,610,210,196,91,243629778
393766777,PPL101(y1pedc)_R,,PPL101,Traced,16276,2197,67,11,5117109108
394060556,KCab-s_R,,KCab-s,Traced,595,223,227,101,314965330
394060620,KCab-s_R,,KCab-s,Traced,606,214,208,100,307349594
394064790,KCab-m_R,,KCab-m,Traced,607,220,221,100,276687869
394069210,KCab-m_R,,KCab-m,Traced,614,214,243,107,310063367
394073547,KCab-m_R,,KCab-m,Traced,561,203,233,89,268939303
394077610,KCab-m_R,,KCab-m,Traced,451,173,202,83,126880852
394081878,KCab-s_R,,KCab-s,Traced,605,228,257,112,354685350
394397189,KCab-s_R,,KCab-s,Traced,640,246,226,113,304912513
394401778,KCab-m_R,,KCab-m,Traced,515,214,194,93,294077658
394414724,KCab-m_R,,KCab-m,Traced,552,201,202,87,262376601
394414783,KCab-m_R,,KCab-m,Traced,475,200,222,87,143122193
394418743,KCab-m_R,,KCab-m,Traced,602,200,234,92,259049100
394427392,KCab-s_R,,KCab-s,Traced,650,247,221,109,248847423
394755376,KCab-m_R,,KCab-m,Traced,536,192,204,82,166871205
394755632,KCab-c_R,,KCab-c,Traced,376,132,173,62,96103161
394755645,KCab-c_R,,KCab-c,Traced,398,138,159,51,120273170
394755742,KCab-c_R,,KCab-c,Traced,369,146,167,67,125954986
394755782,KCab-c_R,,KCab-c,Traced,387,156,105,51,177047918
394759626,KCab-c_R,,KCab-c,Traced,482,167,171,61,153076898
394759837,KCab-m_R,,KCab-m,Traced,525,179,201,87,268892626
394764082,KCab-m_R,,KCab-m,Traced,541,212,178,78,308206119
394768379,KCab-s_R,,KCab-s,Traced,700,241,260,106,392955797
395105113,KCab-m_R,,KCab-m,Traced,534,202,217,96,259213714
422725634,MBON06(B1>a)(AVM07)_L,,MBON06,Traced,21000,1356,2037,513,3157840413
423382015,MBON23(a2sp)_R,,MBON23,Traced,4508,733,3874,29,861775689
423774471,MBON19(a2p3p)_R,,MBON19,Traced,1484,299,763,7,629332084
424754530,KCab-s_R,,KCab-s,Traced,612,241,250,111,333968154
424767514,MBON11(y1pedc>a/B)_R,,MBON11,Traced,27642,1646,651,177,5265462913
424789697,MBON02(B2B'2a)_R,,MBON02,Traced,19554,1155,2,1,4356555624
425086839,KCab-p_R,,KCab-p,Traced,623,278,199,101,248480964
425086851,KCab-p_R,,KCab-p,Traced,737,269,253,96,382647663
425104113,KCab-m_R,,KCab-m,Traced,545,229,218,108,210871137
425104178,CRE050(AVM07)_L,not yet identified MBON candidates,CRE050,Traced,3086,943,69,21,1773011190
425104216,KCab-m_R,,KCab-m,Traced,579,208,201,89,185589062
425112506,KCab-s_R,,KCab-s,Traced,628,266,272,119,308889289
425431837,KCab-s_R,,KCab-s,Traced,606,235,227,124,248439472
425436170,KCab-m_R,,KCab-m,Traced,566,202,221,93,263682119
425445301,KCab-c_R,,KCab-c,Traced,545,196,164,63,251281217
425768768,KCab-s_R,,KCab-s,Traced,609,237,211,106,355693478
425768822,KCab-s_R,,KCab-s,Traced,719,254,241,111,350843815
425790257,APL_R,,APL,Traced,127151,16190,14634,1644,23360457066
425790337,,,,Orphan,16,1,16,1,138420
426139965,KCab-s_R,,KCab-s,Traced,643,242,260,119,331273116
426140035,,,,Orphan,7,3,7,3,764389
426464004,KCab-s_R,,KCab-s,Traced,567,218,203,99,314329970
426477089,KCab-s_R,,KCab-s,Traced,577,232,201,100,316376045
426818061,KCab-p_R,,KCab-p,Traced,642,263,212,94,271653563
448869118,LHPD2a2_R,,LHPD2a2,Traced,1144,381,5,1,681179101
454252960,PAM10(B1)_L,,PAM10,Traced,1042,269,22,4,348888419
455793621,KCab-s_R,,KCab-s,Traced,617,233,263,115,311395618
455793743,KCab-s_R,,KCab-s,Traced,634,244,266,126,300619269
455793827,KCab-s_R,,KCab-s,Traced,575,252,227,119,322219018
456121649,KCab-s_R,,KCab-s,Traced,555,221,200,113,309280336
456130030,,,,Orphan,1,2,1,2,2363480
456134692,KCab-s_R,,KCab-s,Traced,644,234,257,121,298223764
456458549,KCab-s_R,,KCab-s,Traced,580,235,237,116,347471525
456462835,KCab-p_R,,KCab-p,Traced,646,277,206,104,383994746
456462919,KCab-p_R,,KCab-p,Traced,633,245,255,115,354321563
456467162,KCab-p_R,,KCab-p,Traced,574,248,167,96,332313427
456808311,KCab-s_R,,KCab-s,Traced,513,211,189,113,286533135
456820863,KCab-m_R,,KCab-m,Traced,525,175,165,75,277933606
456846996,PAM11(a1)_R,,PAM11,Traced,529,165,193,96,371345136
457507485,KCab-s_R,,KCab-s,Traced,582,229,240,106,293388420
476545134,KCab-m_R,,KCab-m,Traced,564,185,202,77,295647038
477262101,KCab-c_R,,KCab-c,Traced,405,148,148,63,235537019
477861840,KCab-p_R,,KCab-p,Traced,723,243,182,84,422024205
482762280,PAM11(a1)_R,,PAM11,Traced,1199,235,632,209,555872978
486837442,KCa'b'-m_R,,KCa'b'-m,Traced,642,247,41,17,404232661
487144598,LHCENT3_R,,LHCENT3,Traced,11419,3049,3,3,5135386763
487160828,KCa'b'-m_R,,KCa'b'-m,Traced,644,233,30,13,432706975
487187476,SIP087_R,,SIP087,Traced,10957,3440,7,1,4036468535
487501700,KCab-s_R,,KCab-s,Traced,586,238,235,121,302170646
487834111,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,672,292,1,1,488901567
487834131,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,602,260,1,2,399801357
487834179,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,596,252,4,2,448443256
487847296,KCab-s_R,,KCab-s,Traced,544,236,184,102,280268143
488179585,KCab-s_R,,KCab-s,Traced,557,202,179,86,302708971
488184014,KCab-s_R,,KCab-s,Traced,644,229,251,107,340861240
488188560,KCab-s_R,,KCab-s,Traced,612,240,244,119,279209678
488205572,KCab-s_R,,KCab-s,Traced,662,273,242,115,324030943
488520820,KCab-p_R,,KCab-p,Traced,667,231,195,72,346345890
488533722,KCab-s_R,,KCab-s,Traced,558,214,219,109,282846886
507243409,KCab-c_R,,KCab-c,Traced,536,180,206,71,255763763
507260559,KCab-m_R,,KCab-m,Traced,564,190,209,83,261712236
507592981,KCab-m_R,,KCab-m,Traced,531,183,199,75,249058216
508292573,KCab-c_R,,KCab-c,Traced,425,151,153,56,232613027
508918609,KCa'b'-m_R,,KCa'b'-m,Traced,706,266,15,6,448221441
509013752,KCg-m_R,,KCg-m,Traced,832,237,2,2,390785099
512765910,PAM11(a1)_R,,PAM11,Traced,929,194,492,166,521006485
513451621,PAM11(a1)_R,,PAM11,Traced,673,180,437,143,428816755
517510393,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,609,256,2,3,410542571
517514142,PPL104(a'3)_R,,PPL104,Traced,5012,1563,17,7,1948744287
517518166,MBON11(y1pedc>a/B)(ADM05)_L,,MBON11,Traced,1160,1378,119,30,1964048244
517854468,MBON19(a2p3p)_R,,MBON19,Traced,1869,310,1373,10,550373066
517858947,KCab-p_R,,KCab-p,Traced,674,269,181,89,390763882
517871837,KCa'b'-m_R,,KCa'b'-m,Traced,699,240,6,4,451451628
518195738,KCab-p_R,,KCab-p,Traced,765,254,185,79,415425333
518212987,KCa'b'-m_R,,KCa'b'-m,Traced,659,232,8,4,449871654
518532490,KCa'b'-m_R,,KCa'b'-m,Traced,592,229,22,9,408741628
518873469,KCab-s_R,,KCab-s,Traced,617,248,204,114,314733974
518873604,KCab-s_R,,KCab-s,Traced,633,215,209,95,300234023
518882016,KCab-s_R,,KCab-s,Traced,586,242,249,119,330285882
519206240,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,568,271,4,2,435315429
519214895,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,642,256,7,4,455019134
519218919,KCab-s_R,,KCab-s,Traced,571,211,226,96,294184807
519223027,KCab-s_R,,KCab-s,Traced,501,203,183,96,255505588
519223428,KCab-m_R,,KCab-m,Traced,576,196,187,84,264529878
519232054,KCab-s_R,,KCab-s,Traced,583,207,225,102,187754392
519555690,KCab-p_R,,KCab-p,Traced,608,245,216,88,350846940
519564501,KCab-s_R,,KCab-s,Traced,496,193,214,106,245598444
519573099,KCab-s_R,,KCab-s,Traced,524,234,220,117,292191501
519573128,KCab-p_R,,KCab-p,Traced,728,249,248,99,360265700
519900699,KCab-s_R,,KCab-s,Traced,527,243,188,95,298223678
519905418,KCab-s_R,,KCab-s,Traced,636,243,278,126,331018356
537945877,KCab-c_R,,KCab-c,Traced,508,195,203,94,264019807
538282782,KCab-m_R,,KCab-m,Traced,524,183,223,90,252411143
538308362,KCab-m_R,,KCab-m,Traced,565,206,209,93,291493387
538653955,KCab-c_R,,KCab-c,Traced,507,190,166,73,238594413
538908474,KCab-m_R,,KCab-m,Traced,554,216,236,97,322590900
539249493,KCab-m_R,,KCab-m,Traced,540,194,199,88,300471756
540389646,KCg-m_R,,KCg-m,Traced,845,252,1,1,398420703
540389734,KCg-m_R,,KCg-m,Traced,771,259,13,2,378955754
542371432,KCab-p_R,,KCab-p,Traced,691,271,214,96,367180498
548549000,KCa'b'-m_R,,KCa'b'-m,Traced,596,209,26,10,387116321
548549395,KCa'b'-m_R,,KCa'b'-m,Traced,692,269,8,4,437425024
548552875,KCa'b'-m_R,,KCa'b'-m,Traced,687,247,6,4,429727313
548552915,KCa'b'-m_R,,KCa'b'-m,Traced,680,230,11,8,321780254
548553386,KCa'b'-m_R,,KCa'b'-m,Traced,667,229,5,2,508515179
548553494,KCa'b'-m_R,,KCa'b'-m,Traced,625,234,20,6,437355377
548889938,KCa'b'-m_R,,KCa'b'-m,Traced,696,250,9,4,297282561
548894251,KCa'b'-m_R,,KCa'b'-m,Traced,667,257,4,2,432164604
548898520,KCa'b'-m_R,,KCa'b'-m,Traced,652,213,38,18,370237636
549230949,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,578,243,1,2,415488258
549248200,KCab-p_R,,KCab-p,Traced,714,256,237,107,392920755
549571627,KCab-p_R,,KCab-p,Traced,742,260,207,88,368796696
549571739,,,,Orphan,2,3,2,3,1637137
549572017,KCab-m_R,,KCab-m,Traced,547,204,240,100,267773432
549576117,KCab-m_R,,KCab-m,Traced,550,214,229,99,302897528
549576424,KCab-m_R,,KCab-m,Traced,552,221,217,100,247434725
549904387,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,654,291,1,1,489427720
549908737,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,687,227,3,1,433385122
549916869,KCab-m_R,,KCab-m,Traced,547,210,222,98,257037426
549917317,KCab-m_R,,KCab-m,Traced,549,225,210,97,297411968
550271272,KCab-s_R,,KCab-s,Traced,619,242,235,120,310517133
550598935,KCab-s_R,,KCab-s,Traced,509,204,189,100,269577643
550599514,KCab-s_R,,KCab-s,Traced,599,207,233,95,274655094
568635279,KCab-m_R,,KCab-m,Traced,580,196,243,94,272888717
569002579,KCab-m_R,,KCab-m,Traced,539,183,178,82,232132914
569313277,KCab-m_R,,KCab-m,Traced,549,216,202,101,286507058
569317846,KCab-m_R,,KCab-m,Traced,529,208,204,100,270885312
569334986,KCab-c_R,,KCab-c,Traced,428,172,171,77,233894031
569615641,KCab-s_R,,KCab-s,Traced,574,219,216,97,309982464
569943419,KCab-m_R,,KCab-m,Traced,594,202,243,97,322627465
570288900,KCab-m_R,,KCab-m,Traced,555,189,214,94,283332096
570314896,KCa'b'-m_R,,KCa'b'-m,Traced,753,268,4,3,452328772
571424636,KCg-m_R,,KCg-m,Traced,802,249,3,2,364253672
573065577,KCab-p_R,,KCab-p,Traced,669,256,194,96,379155378
578694777,PAM11(a1)_L,,PAM11,Traced,753,226,559,177,399312668
579583329,KCa'b'-m_R,,KCa'b'-m,Traced,608,236,3,2,382209820
579587796,KCa'b'-m_R,,KCa'b'-m,Traced,683,260,6,5,292206525
579592279,KCa'b'-m_R,,KCa'b'-m,Traced,661,247,22,11,293023586
579592619,KCa'b'-m_R,,KCa'b'-m,Traced,696,239,14,1,417324948
579916831,MBON15-like(a'1a'2)_R,,MBON15-like,Traced,2652,246,32,1,504515769
579924731,KCa'b'-m_R,,KCa'b'-m,Traced,610,245,2,2,407203929
579928928,KCa'b'-m_R,,KCa'b'-m,Traced,574,233,3,1,391955328
580598373,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,586,268,1,1,427496011
580610916,KCab-m_R,,KCab-m,Traced,579,207,229,95,273422608
580611301,KCab-m_R,,KCab-m,Traced,528,188,197,92,234266068
580951922,KCab-m_R,,KCab-m,Traced,493,193,170,81,254913630
581293182,KCab-m_R,,KCab-m,Traced,556,210,234,102,306794072
581297380,,,,Unimportant,16,2,16,2,7771383
581633934,KCab-s_R,,KCab-s,Traced,605,210,240,90,324073437
582148591,PAM10(B1)_L,,PAM10,Traced,1381,418,1,1,434243909
599674785,KCab-m_R,,KCab-m,Traced,646,219,281,102,297572193
600011602,KCab-m_R,,KCab-m,Traced,551,203,218,85,289818556
600365719,KCab-p_R,,KCab-p,Traced,657,271,210,103,366582664
600667501,KCab-s_R,,KCab-s,Traced,532,226,192,102,297515530
601319398,KCab-m_R,,KCab-m,Traced,554,225,200,98,342000965
601725569,KCg-d_R,,KCg-d,Traced,562,227,5,2,333188141
603422422,KCab-s_R,,KCab-s,Traced,598,215,215,97,312062411
611304789,KCab-s_R,,KCab-s,Traced,587,240,197,120,304981734
611309194,KCab-m_R,,KCab-m,Traced,558,214,203,85,178380647
611646050,KCab-p_R,,KCab-p,Traced,697,263,193,94,346062859
611646132,KCab-s_R,,KCab-s,Traced,622,231,200,111,300882703
611646147,KCab-p_R,,KCab-p,Traced,696,257,187,80,368031615
611974080,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,646,279,3,2,443217358
611986885,,,,Orphan,12,1,12,1,70811
611991069,,,,Orphan,44,2,44,2,411428
612323667,KCa'b'-m_R,,KCa'b'-m,Traced,706,224,27,14,405985069
612668833,KCab-s_R,,KCab-s,Traced,544,235,203,116,286463671
612669205,KCab-s_R,,KCab-s,Traced,542,263,225,128,217965332
612703762,CRE052_R,,CRE052,Traced,1198,190,1,1,498092715
630373425,KCab-c_R,,KCab-c,Traced,500,172,175,67,246877128
630373497,KCab-s_R,,KCab-s,Traced,575,248,204,111,302148793
630377642,KCab-m_R,,KCab-m,Traced,611,202,209,79,265929898
630381662,KCab-m_R,,KCab-m,Traced,579,244,238,116,313827967
630722830,KCab-s_R,,KCab-s,Traced,530,215,213,107,321716656
630731599,KCg-t_R,,KCg-t,Traced,649,228,3,2,307105674
631051012,KCab-s_R,,KCab-s,Traced,615,216,252,99,297689956
631059587,KCab-s_R,,KCab-s,Traced,547,216,207,111,322616700
631396453,KCab-m_R,,KCab-m,Traced,607,226,236,100,351998873
632013356,KCab-m_R,,KCab-m,Traced,556,185,232,82,284043275
633148716,KCg-m_R,,KCg-m,Traced,869,253,13,3,387890610
641653381,KCa'b'-m_R,,KCa'b'-m,Traced,692,251,2,1,424988147
642335523,KCab-p_R,,KCab-p,Traced,681,240,162,69,367954715
642335553,KCa'b'-m_R,,KCa'b'-m,Traced,722,286,14,9,440563976
642516892,PPL105(a'2a2)(PDL05)_L,,PPL105,Traced,4363,1434,2497,816,1095641228
642680823,KCab-s_R,,KCab-s,Traced,568,237,247,123,368727318
642680826,KCab-p_R,,KCab-p,Traced,670,262,191,85,341818524
642680853,KCab-m_R,,KCab-m,Traced,522,207,238,106,277237297
642680881,KCab-m_R,,KCab-m,Traced,499,193,170,83,242995569
642680969,KCab-p_R,,KCab-p,Traced,699,264,220,84,398461486
642681035,KCab-m_R,,KCab-m,Traced,502,186,189,79,264761257
642689607,KCab-m_R,,KCab-m,Traced,556,210,236,94,260167903
643362770,KCab-s_R,,KCab-s,Traced,596,243,246,107,320018612
643363111,KCab-s_R,,KCab-s,Traced,619,253,232,119,340653450
643703819,KCab-s_R,,KCab-s,Traced,638,243,241,113,325379209
660730340,KCab-c_R,,KCab-c,Traced,427,173,151,61,226907510
661076014,KCab-c_R,,KCab-c,Traced,417,161,168,73,146679174
661080007,KCa'b'-m_R,,KCa'b'-m,Traced,638,222,18,3,388134264
661407917,KCa'b'-m_R,,KCa'b'-m,Traced,648,243,14,7,368237390
661408094,KCab-m_R,,KCab-m,Traced,555,179,204,83,359753080
662103124,KCab-c_R,,KCab-c,Traced,439,166,154,68,231604500
662409505,KCa'b'-m_R,,KCa'b'-m,Traced,590,221,6,6,409839983
662409582,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,626,255,4,3,426186749
662414157,KCab-c_R,,KCab-c,Traced,490,182,183,84,152938291
662452625,KCg-m_R,,KCg-m,Traced,855,287,6,3,420547401
662728826,KCab-m_R,,KCab-m,Traced,531,205,198,98,283630828
662772373,KCab-m_R,,KCab-m,Traced,580,209,239,85,344204862
662789529,KCab-s_R,,KCab-s,Traced,641,226,246,102,335022825
663134970,KCg-m_R,,KCg-m,Traced,784,259,1,1,392525010
664511977,KCg-d_R,,KCg-d,Traced,1251,454,5,1,629975750
671005363,SMP207_R,,SMP207,Traced,1182,186,4,3,496280324
673029543,KCa'b'-m_R,,KCa'b'-m,Traced,611,225,6,4,383192868
673085197,CRE051_R,,CRE051,Traced,1568,184,5,1,496936655
673362451,CRE055_R,,CRE055,Traced,643,134,4,1,316250529
673366263,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,632,247,8,6,458158360
673370525,KCa'b'-m_R,,KCa'b'-m,Traced,568,209,14,7,362640450
673715784,KCab-m_R,,KCab-m,Traced,544,188,204,86,271549203
674056647,KCab-m_R,,KCab-m,Traced,562,206,208,99,268157018
674056882,KCab-m_R,,KCab-m,Traced,587,226,245,113,306335052
674393414,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,650,238,1,1,436340617
674398014,KCab-m_R,,KCab-m,Traced,542,188,202,82,266024318
675602461,PAM09(B1ped)_L,,PAM09,Traced,634,210,50,9,251389374
691760950,KCab-m_R,,KCab-m,Traced,529,199,199,87,241765288
692110379,KCab-s_R,,KCab-s,Traced,544,241,203,120,289839608
692792746,KCab-c_R,,KCab-c,Traced,353,130,138,59,110664922
692810011,KCg-m_R,,KCg-m,Traced,874,280,2,3,423745211
692818786,KCg-m_R,,KCg-m,Traced,694,234,5,2,343570183
693099064,KCab-m_R,,KCab-m,Traced,555,203,216,87,278756428
693116396,KCab-c_R,,KCab-c,Traced,356,136,129,53,135231484
693159855,KCab-s_R,,KCab-s,Traced,616,237,268,119,311554190
693448777,KCab-c_R,,KCab-c,Traced,426,170,157,67,138825179
693453332,KCab-c_R,,KCab-c,Traced,516,175,175,78,154314021
693500431,KCg-m_R,,KCg-m,Traced,820,254,1,1,373935857
693785633,KCab-m_R,,KCab-m,Traced,485,174,172,72,283142475
693841929,KCab-s_R,,KCab-s,Traced,560,225,206,99,291182881
694524222,KCg-m_R,,KCg-m,Traced,664,206,1,1,354693134
699031185,SIFa(PDM34),,SIFa,Traced,1080,777,95,25,5702733325
704409534,KCab-p_R,,KCab-p,Traced,685,243,204,82,354049999
704409742,KCab-s_R,,KCab-s,Traced,633,241,216,110,292719846
704742082,KCa'b'-m_R,,KCa'b'-m,Traced,637,239,13,6,354105707
704746449,KCab-p_R,,KCab-p,Traced,697,254,257,98,395383220
704746457,KCab-p_R,,KCab-p,Traced,741,247,209,77,389043123
704750475,KCab-s_R,,KCab-s,Traced,559,203,197,87,274622253
704750665,KCab-m_R,,KCab-m,Traced,575,223,211,97,267096952
704750673,KCab-m_R,,KCab-m,Traced,573,197,199,82,274644474
704750742,KCab-s_R,,KCab-s,Traced,637,230,267,102,290169163
704750766,KCab-m_R,,KCab-m,Traced,671,223,230,97,351254023
