id,instance,notes,type,status,inputs (#post),outputs (#pre),LAL(R) #post,LAL(R) #pre,#voxels
1065284738,PS139_R,,PS139,Traced,950,354,104,213,846856076
1065409934,PEG(PB07)_L8,PEG,PEG,Traced,923,220,129,85,434380151
1065410141,EPG(PB08)_L8,EPG,EPG,Traced,3278,406,111,63,836597415
1065625883,VES051_R,,VES051,Traced,605,229,87,111,505980760
1066088381,EL(EQ5)_L,EBGAs,EL,Traced,4269,850,203,48,1067970589
1066516552,PLP042_b_R,Pl-C,PLP042_b,Traced,463,80,25,6,286303575
1067181068,PLP050_R,,PLP050,Traced,139,66,22,56,245181830
1067546905,PLP040_R,,PLP040,Traced,354,80,58,38,299172018
1067880387,PLP046_b_R,,PLP046_b,Traced,157,59,27,34,225462273
1067884486,PLP042_b_R,Pl-C,PLP042_b,Traced,553,91,53,32,310095446
1068013578,PS240_R,,PS240,Traced,351,248,8,9,486081323
1068436695,IB079(PVM03)_L,,IB079,Traced,609,249,4,3,478521210
1068777508,IB070(PVM03)_L,,IB070,Traced,429,179,167,128,298455396
1069002537,LAL009_R,IbSp-L,LAL009,Traced,3263,783,1620,717,1769938926
1069965440,VES017_R,,VES017,Traced,1530,836,27,1,1341208454
1069983022,AVLP587_L,,AVLP587,Traced,282,184,13,2,385497698
1070141508,PS202(PVM01)_L,,PS202,Traced,973,138,26,26,661065903
1071760480,FC2C(FQ7)_C2_L,FB1d367CRE,FC2C,Traced,2074,173,8,5,444453797
1072063538,DNp27_R,,DNp27,Traced,6792,2658,10,23,16654541697
1072503172,PFR_a(PB11a)_L6_C6,PFR_a,PFR_a,Traced,1566,422,4,6,523432208
1072507501,FC2A(FQ7)_C6_L,FB1-5CRE,FC2A,Traced,1975,240,1,2,424866741
1072844208,PFR_a(PB11a)_L6_C7,PFR_a,PFR_a,Traced,1497,389,9,5,490071744
1073069488,CL319_R,,CL319,Traced,2234,598,2,5,2625634727
1073354472,PVLP004_R,,PVLP004,Traced,841,184,28,3,545255215
1073694558,PVLP004_R,,PVLP004,Traced,1470,300,30,1,670546460
1074782432,DNa08(aSP22)_R,,DNa08,Traced,2557,702,125,23,2161463791
1075062749,AVLP157_R,,AVLP157,Traced,2129,844,3,1,1640064576
1075827302,FB2D_R,LALCREFB2_2,FB2D,Traced,3206,575,267,8,1027285919
1076129521,LAL029_R,,LAL029,Traced,471,189,102,68,397183856
1076159832,LAL052_R,LC-Lsi,LAL052,Traced,3525,774,2857,693,1367536310
1076168044,,,,Traced,187,282,44,83,213330499
1076173414,AOTU020_R,,AOTU020,Traced,822,210,75,88,591285630
1076185604,FC2C(FQ7)_C9_L,FB1d367CRE,FC2C,Traced,959,138,3,3,284621817
1076841388,,,,Traced,107,232,44,84,174454918
1078517402,PS011_R,,PS011,Traced,4426,1093,1106,134,1803845598
1078693835,MBON09(y3B'1)_R,,MBON09,Traced,23111,1297,1,1,2791162363
1079625867,ATL007_R,CL-AtIb(c)1,ATL007,Traced,2701,346,1250,32,1259961326
1081957306,CRE041_R,CL-L(c)2,CRE041,Traced,9609,533,4702,112,2917394941
1097637653,PLP132_R,,PLP132,Traced,1057,585,249,113,1038779229
1098249445,PLP043_R,,PLP043,Traced,324,80,85,56,246991259
1098914383,PLP046_b_R,,PLP046_b,Traced,186,61,24,41,237253442
1099043553,VES054_R,CL-Ve(b),VES054,Traced,3158,403,1811,17,1369850083
1099255933,PLP042_b_R,Pl-C,PLP042_b,Traced,495,79,6,9,269941311
1099808012,IB071(PVM03)_L,,IB071,Traced,393,209,235,176,326371007
1100357249,CL067_R,,CL067,Traced,1541,812,8,1,1446254149
1101094884,LAL006_R,,LAL006,Traced,307,107,40,64,319576274
1101474458,FB4P_a_R,CRESMPFB4_4,FB4P_a,Traced,2805,519,105,4,1040180176
1102334088,M_lv2PN9t49_R,VP2++ lv2PN (Marin et al. Curr Biol 2020),M_lv2PN9t49,Traced,2166,758,27,32,1286597515
1104056135,AVLP575_R,,AVLP575,Traced,1942,777,2,1,1884787209
1104155212,FC2C(FQ7)_C1_L,FB1d367CRE,FC2C,Traced,1549,146,2,2,373204911
1105882358,ExR7(ring)_R,,ExR7,Traced,3118,719,96,160,1375874653
1106857669,FB4B(NO2)_R,NO2LALFB4,FB4B,Traced,4239,862,507,8,2142474039
1107561814,LAL142_R,CLW,LAL142,Traced,4850,1510,2744,741,2729475893
1108136270,AOTU040_R,,AOTU040,Traced,240,49,184,1,251080743
1108166986,TuBu02_IBU_R,,TuBu02,Traced,175,82,7,22,239818604
1108222244,,,,Traced,145,308,52,117,230371781
1108230557,,,,Traced,249,93,204,90,160598583
1108563537,LAL062_R,,LAL062,Traced,515,141,458,139,321184428
1109599486,FB4J_R,CRELALFB4_5,FB4J,Traced,1881,314,148,2,736167505
1110221199,AOTU006_R,,AOTU006,Traced,1726,423,431,389,1005417329
1110640084,CRE067_R,,CRE067,Traced,1342,370,311,5,763267727
1111757266,LAL155(PVM03)_L,,LAL155,Traced,1444,567,50,29,1054960124
1112436285,,,,Traced,376,677,6,18,490334249
1112443807,LAL129(PDM13)_L,,LAL129,Traced,2988,1085,27,19,1382344571
1113371822,FB5V_R,CRELALFB5,FB5V,Traced,1158,174,566,6,584193382
1127476096,EPG(PB08)_L8,EPG,EPG,Traced,3300,455,106,70,846890948
1127691457,VES052_R,,VES052,Traced,461,223,59,78,482927332
1128088594,PEG(PB07)_L1,PEG,PEG,Traced,1029,191,156,86,586585085
1128434325,PFR_a(PB11a)_L2_C2,PFR_a,PFR_a,Traced,1828,556,11,4,579257577
1129755551,VES029_R,,VES029,Traced,2574,36,121,2,1342928408
1130424306,,,,Traced,398,1574,32,124,1921891414
1131822592,FB4I_R,LALCREFB4,FB4I,Traced,1868,335,713,16,1015553194
1131827390,FB4M(PPM3-FB3/4-NO-DAN)_R,CRENO2FB4_2,FB4M,Traced,4431,2614,452,16,2860197903
1131831822,FB3A_R,,FB3A,Traced,2774,451,782,2,1522866333
1131831990,FB4E_R,CRELALFB4_1,FB4E,Traced,1067,205,251,1,422723904
1131840673,FB4R_R,CREFB4,FB4R,Traced,1345,426,33,2,853725137
1132030694,PS185_R,,PS185,Traced,1431,756,15,5,1586931415
1132168736,FC2A(FQ7)_C4_L,FB1-5CRE,FC2A,Traced,2212,244,1,2,461477159
1132526832,FB4F_b_R,CRELALFB4_2,FB4F_b,Traced,1715,297,318,8,697617700
1133455474,CL333_R,,CL333,Traced,2675,304,15,2,2026670082
1133890586,PFGs(PB10)_L5_C5,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,2149,393,16,2,1020071695
1134849078,FC2B(FQ7)_C1_L,FB1d356CRE,FC2B,Traced,2299,170,14,2,438632336
1136273393,PFGs(PB10)_L7_C7,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,2394,381,17,2,592330392
1136752885,AVLP077_R,,AVLP077,Traced,6710,1872,17,10,3721747162
1136865339,ExR2(PPM3-EB-DAN/ring)_L,,ExR2,Traced,1873,1129,168,120,1198248632
1137288015,EL(EQ5)_L,EBGAs,EL,Traced,4987,858,214,53,1233512438
1137590955,AOTU042_R,aDT10 candidates; SiLVe-Ao(c),AOTU042,Traced,5147,283,2984,161,2383411927
1138579549,LAL040_R,VeLC-LVe(c),LAL040,Traced,9571,916,5708,231,3708849906
1138587910,LAL141_R,SpVeLC,LAL141,Traced,5295,1413,2714,753,2633230450
1138915459,LAL060_R,,LAL060,Traced,609,143,362,51,364801352
1138937616,,,,Traced,95,145,41,85,167092902
1139240289,LAL039_R,,LAL039,Traced,828,171,610,96,269914785
1139265826,LAL075_R,L-LC(c)2,LAL075,Traced,4077,440,3801,1,1200070323
1139909038,DNa03_R,,DNa03,Traced,16764,1652,11219,682,3818061996
1140245595,DNa02_R,,DNa02,Traced,14072,38,4947,11,3679682537
1140249804,LAL018_R,LVe-SpIp,LAL018,Traced,9854,1205,3864,332,1864292121
1140249852,VES007_R,,VES007,Traced,1539,589,435,132,1102833935
1140923511,VES009_R,,VES009,Traced,6152,817,1158,166,2157441912
1141346308,KCg-m_R,,KCg-m,Traced,752,202,2,1,350472783
1141674495,KCg-m_R,,KCg-m,Traced,730,245,1,1,359775940
1141687128,PAM07(y4<y1y2)_R,,PAM07,Traced,1417,168,45,2,394678553
1141972202,KCg-m_R,,KCg-m,Traced,815,267,1,2,420915787
1142002856,mAL1(AVM15)_R,,mAL1,Traced,158,39,7,1,306693557
1143167974,SMP370(PDM08)_L,,SMP370,Traced,301,467,99,129,606324377
1144756508,,,,Traced,78,523,19,135,572144725
1144761556,LAL129_R,,LAL129,Traced,4068,1156,1836,242,1629782018
1158385516,IB032_R,,IB032,Traced,787,195,13,16,484876781
1158402729,PS163_R,,PS163,Traced,3237,509,571,20,2481230747
1160073701,LAL191_R,,LAL191,Traced,941,620,82,187,1138606987
1160466122,PS183_R,,PS183,Traced,2088,663,77,517,1787746836
1161731111,KCg-m_R,,KCg-m,Traced,840,252,1,1,368368284
1162529693,FB3A_R,,FB3A,Traced,2547,449,643,3,1488371650
1162534149,CL054_R,,CL054,Traced,563,172,94,5,385818249
1162862710,FB4F_a_R,CRELALFB4_2,FB4F_a,Traced,1641,352,322,4,701323334
1163367993,WEDPN7A_R,,WEDPN7A,Traced,337,127,114,100,226552981
1163713145,WEDPN16_c_R,,WEDPN16_c,Traced,240,138,26,79,259032887
1163898298,FB5V_R,CRELALFB5,FB5V,Traced,1695,274,300,13,661211274
1164545788,FC2B(FQ7)_C2_L,FB1d356CRE,FC2B,Traced,2870,246,4,2,505184719
1164882751,FC2A(FQ7)_C3_L,FB1-5CRE,FC2A,Traced,2339,259,2,2,446648494
1166674437,FC2C(FQ7)_C9_L,FB1d367CRE,FC2C,Traced,847,134,7,2,175162270
1167282562,PFL2(PB12b)_R4_C2,PB1-4FB1245LAL,PFL2,Traced,3100,376,44,203,1481422725
1167645442,ER4m(ring)_R,,ER4m,Traced,1675,915,10,1,1876942269
1167995070,EPG(PB08)_L8,EPG,EPG,Traced,3874,476,144,68,960598574
1168283924,FB2G_b_R,SIPLALFB2,FB2G_b,Traced,1412,460,176,1,1191477333
1168340507,EL(EQ5)_L,EBGAs,EL,Traced,4541,813,164,52,1175399808
1168660239,EPGt(PB09)_L9,EPGt,EPGt,Traced,583,157,55,7,369725815
1168664447,EPGt(PB09)_L9,EPGt,EPGt,Traced,610,167,49,8,390899085
1168664495,EPG(PB08)_L8,EPG,EPG,Traced,3858,468,131,81,1000269781
1168915489,LAL016_R,,LAL016,Traced,3338,1018,2318,620,1612773799
1169169208,AVLP578_R,,AVLP578,Traced,1519,298,5,7,1357484259
1169260589,ER3a_c(ring)_R,,ER3a_c,Traced,954,253,151,8,581712518
1169576040,TuBu02_IBU_R,,TuBu02,Traced,142,94,7,9,214404313
1169600852,LAL048_R,L-WP2,LAL048,Traced,682,98,591,7,450741252
1169898618,TuBu01_ABU_R,,TuBu01,Traced,367,140,10,8,339752853
1169907679,LAL088_R,,LAL088,Traced,767,125,602,16,444715060
1170309400,LAL062_R,,LAL062,Traced,707,156,633,151,269378149
1170313705,,,,Traced,66,192,35,120,217229469
1170352367,LAL008_R,,LAL008,Traced,1897,388,979,107,1094926658
1170645699,LAL071_R,,LAL071,Traced,329,94,276,52,254851976
1170935308,AOTU004_R,,AOTU004,Traced,440,189,64,60,370783828
1170939344,DNa01_R,,DNa01,Traced,3042,49,1096,3,1590116912
1170970271,LAL063_R,,LAL063,Traced,280,117,240,87,270020282
1172670463,KCg-m_R,,KCg-m,Traced,674,226,1,1,344726997
1173045815,PAM12(y3)_R,,PAM12,Traced,1080,172,62,1,396639821
1173814525,MBON34(y2)_L,,MBON34,Traced,933,204,22,4,547627159
1187676192,WED150_R,pIP13a candidates,WED150,Traced,113,45,8,3,233984009
1187676208,WED150_R,pIP13a candidates,WED150,Traced,90,5,6,1,250910114
1189891402,PFGs(PB10)_L8_C8,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,1643,285,22,4,588763195
1190171884,PEG(PB07)_L2,PEG,PEG,Traced,1304,225,143,90,718304874
1192007205,PLP040_R,,PLP040,Traced,248,82,58,60,258733156
1192019859,WEDPN17_a_R,,WEDPN17_a,Traced,310,240,165,12,347516266
1192698034,WED034_R,,WED034,Traced,637,178,67,109,433748307
1192922295,(PVM09)_L,,,Traced,373,165,1,1,340028173
1193378968,WEDPN7B_R,,WEDPN7B,Traced,285,140,83,136,423566110
1193448112,LT85_R,,LT85,Traced,1146,972,1,1,1319827424
1193560469,FB3C_R,LALSMPFB3,FB3C,Traced,761,249,82,1,546908679
1194070053,WEDPN16_c_R,,WEDPN16_c,Traced,334,135,85,111,288022068
1194246820,FB2D_R,LALCREFB2_2,FB2D,Traced,3232,590,179,9,1089666921
1195606601,PFR_a(PB11a)_L5_C5,PFR_a,PFR_a,Traced,1159,385,4,9,454288161
1195999722,FC2B(FQ7)_C8_L,FB1d356CRE,FC2B,Traced,1827,190,5,1,253119785
1198330286,ExR2(PPM3-EB-DAN/ring)_R,,ExR2,Traced,2590,1152,804,144,1472264855
1199565117,LAL136_a_R,,LAL136_a,Traced,778,260,160,171,611274983
1199677638,PEG(PB07)_L9,PEG,PEG,Traced,824,197,149,99,435112897
1200001508,LAL073(AVM07)_L,VeL-LVe(c)2,LAL073,Traced,1087,1237,51,533,1632152374
1200014419,LAL076(AVM07)_L,L-LC(c)1,LAL076,Traced,1993,794,128,619,1085408939
1200027441,PFGs(PB10)_L9_C9,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,1455,259,14,5,495589091
1200053009,PFL2(PB12b)_R5_C1,PB1-4FB1245LAL,PFL2,Traced,3032,399,73,209,1532312771
1200324802,,,,Traced,97,207,19,57,224495637
1200942398,AOTU037_R,,AOTU037,Traced,663,113,322,1,475960874
1200977875,LAL048_R,L-WP2,LAL048,Traced,834,115,614,4,503547106
1200998497,LAL060_R,,LAL060,Traced,595,196,381,76,374268638
1201296549,LAL190_R,pMP19 candidates; SpLC-SpIb(c),LAL190,Traced,3339,646,1444,66,2077826485
1201335095,LAL060_R,,LAL060,Traced,445,176,330,48,256473870
1201659335,LAL071_R,,LAL071,Traced,273,80,200,32,225002275
1202677966,,,,Traced,112,224,59,110,300144230
1202704262,CRE037_R,,CRE037,Traced,249,131,8,9,411785071
1203774485,KCg-d_R,,KCg-d,Traced,611,212,1,1,356073557
1204063702,AVLP495_R,,AVLP495,Traced,441,229,12,7,570374493
1204391417,PAM13(B'1ap)_R,,PAM13,Traced,1004,243,27,3,366409907
1217687906,WED131_R,pIP13b candidates,WED131,Traced,98,4,18,2,193524063
1219056506,PLP235_R,,PLP235,Traced,235,59,59,13,530516774
1220412108,PS271_R,,PS271,Traced,3406,324,506,43,2272615286
1220416666,,,,Traced,2978,614,20,112,1169498282
1220800405,FB6M_R,WEDLALFB6,FB6M,Traced,1347,402,91,52,1362256529
1221285128,LT82a_R,,LT82a,Traced,1378,1256,14,27,3227395190
1221798726,LAL181_R,,LAL181,Traced,931,495,98,345,1215005935
1222519065,VES064_R,,VES064,Traced,3183,726,122,3,2715548294
1222701034,PLP077_L,,PLP077,Traced,241,462,15,22,793877447
1222876929,VES048_R,,VES048,Traced,2572,242,17,2,1455642006
1223041249,PLP039_R,,PLP039,Traced,328,105,78,41,290746353
1223045702,PLP040_R,,PLP040,Traced,155,74,28,59,259583246
1223274640,IB072(PVM03)_L,,IB072,Traced,880,264,524,232,411399761
1223383793,WED034_R,,WED034,Traced,318,185,24,89,490838676
1223388206,WEDPN17_a_R,,WEDPN17_a,Traced,239,275,107,30,314837937
1223616241,VES078(PVM09)_L,,VES078,Traced,845,562,149,327,900592899
1223640877,PFNv(PB05)_L6_C5,PFNv,PFNv,Traced,480,166,5,2,323395635
1224069760,WEDPN16_a_R,,WEDPN16_a,Traced,243,134,115,80,250553294
1224073798,WEDPN17_b_R,,WEDPN17_b,Traced,234,223,92,7,327937079
1224078043,PLP040_R,,PLP040,Traced,166,69,40,58,279991981
1224400894,PLP042_c_R,,PLP042_c,Traced,498,113,20,13,296561538
1224590555,FB3C_R,LALSMPFB3,FB3C,Traced,720,182,90,1,588548829
1224875671,,,,Traced,437,2030,43,218,2197117832
1224941044,FB2A(PPM3-FB2-NO-DAN)_R,NOaLALFB2,FB2A,Traced,2613,1170,202,4,1272001412
1225290633,FB4C(NO2)_R,CRENO2FB4_1,FB4C,Traced,6802,976,117,12,2367341468
1225640135,FB4L(PPM3-FB3/4-DAN)_R,LALSIPFB4,FB4L,Traced,1738,612,247,15,1746881001
1228264951,DNp09_R,,DNp09,Traced,2820,315,27,7,3008491981
1228265278,PVLP146_R,pIP16b candidates,PVLP146,Traced,2482,321,24,6,2509264409
1230933109,LAL054_R,,LAL054,Traced,1699,656,408,319,1300693494
1231044615,LAL076_R,L-LC(c)1,LAL076,Traced,4220,709,4032,2,1394142188
1231675708,ER3a_b(ring)_R,,ER3a_b,Traced,855,241,124,1,542446051
1232038141,LAL123_R,VeLC-LVe(c)3,LAL123,Traced,6473,549,4147,191,1842453375
1232041867,,,,Traced,84,85,42,64,79523241
1232344382,SMP174_R,,SMP174,Traced,275,129,147,9,327977611
1237179690,,,,Traced,411,368,66,53,381794807
1249750280,WED130_R,,WED130,Traced,128,47,9,2,185774473
1251170902,PS215(PVM02)_L,,PS215,Traced,111,585,1,5,943098682
1251810443,PS211_R,,PS211,Traced,3773,578,725,43,2413963544
1252966452,LAL199(PVM14)_L,,LAL199,Traced,434,418,57,89,622234921
1256800488,PVLP144_R,,PVLP144,Traced,356,250,3,1,610577877
1257629175,FC2B(FQ7)_C1_L,FB1d356CRE,FC2B,Traced,2516,217,8,5,468639703
1258631261,CL320_R,,CL320,Traced,1573,259,5,2,1082347874
1258686925,PFL3(PB12c)_L2_C4,PB1-7FB1245LAL,PFL3,Traced,2916,481,126,468,1251526591
1259097611,PFR_a(PB11a)_L8_C8,PFR_a,PFR_a,Traced,1283,446,2,7,342984622
1259386264,ExR7(ring)_R,,ExR7,Traced,2526,785,92,177,1412316280
1259718093,ExR8(ring)_R,,ExR8,Traced,1863,475,41,90,1170924542
1259856448,LT51(aSP29a)_R,,LT51,Traced,922,410,29,52,1551416782
1260197431,LC33b_R,,LC33b,Traced,854,408,504,403,915200887
1260197510,LC33a_R,,LC33a,Traced,328,191,117,140,456971883
1260538467,LC33a_R,,LC33a,Traced,694,254,147,150,513553092
1260542968,LC33a_R,,LC33a,Traced,689,266,375,202,765659593
1260879446,PLP050_R,,PLP050,Traced,164,78,31,69,267683349
1260879488,PLP046_a_R,,PLP046_a,Traced,170,79,35,67,238921458
1260879578,PLP047_R,,PLP047,Traced,251,69,41,66,284495461
1260883995,LC33a_R,,LC33a,Traced,554,249,333,192,722691863
1260884244,LC33a_R,,LC33a,Traced,631,265,187,243,940983717
1260884332,WED035_R,,WED035,Traced,236,142,95,113,458151508
1261225027,WED041_R,,WED041,Traced,159,71,16,40,205235885
1261225224,PLP045_R,,PLP045,Traced,212,124,48,84,307116359
1261229600,LT51(aSP29a)_R,,LT51,Traced,2940,634,200,102,2112086497
1261290537,PVLP053_R,,PVLP053,Traced,811,261,49,3,579099896
1261565786,LC33a_R,,LC33a,Traced,308,165,91,109,361954301
1261566146,PLP046_a_R,,PLP046_a,Traced,129,94,53,73,276071053
1261760414,ER3a_d(ring)_R,,ER3a_d,Traced,764,246,57,2,472529807
1261768644,ER3a_c(ring)_R,,ER3a_c,Traced,995,277,129,2,603498874
1261773286,ER3a_d(ring)_R,,ER3a_d,Traced,752,248,17,1,462734560
1261907182,PLP049_R,,PLP049,Traced,181,68,25,53,245165200
1262014782,DNa04_R,,DNa04,Traced,11597,30,1716,3,3920004963
1262101350,ER3a_d(ring)_R,,ER3a_d,Traced,798,258,84,6,494934893
1262105575,ER3a_a(ring)_R,,ER3a_a,Traced,762,195,28,1,457061603
1262105637,ER3m(ring)_R,,ER3m,Traced,923,255,15,1,614666631
1262114188,ER3m(ring)_R,,ER3m,Traced,1174,293,4,4,671179407
1262252538,PLP047_R,,PLP047,Traced,171,72,31,62,270865121
1262360335,LAL014_R,,LAL014,Traced,10261,1122,8798,758,2256070859
1263037872,LAL110_R,,LAL110,Traced,573,250,400,61,477510075
1263404948,,,,Traced,196,379,85,130,285776211
1263405146,LAL067_R,,LAL067,Traced,405,103,313,84,203309877
1263646693,LC33a_R,,LC33a,Traced,274,206,22,148,488943456
1265399790,,,,Traced,96,162,13,14,769118726
1268179590,LAL043_R,,LAL043,Traced,794,114,625,66,430158581
1281752255,PS180_R,,PS180,Traced,2810,912,6,2,2262588052
1281812747,PLP233_R,,PLP233,Traced,966,141,41,11,861023329
1281998821,LC31,,LC31,Traced,1507,413,7,21,1206480967
1282274833,,,,Traced,205,250,4,4,399064122
1282348408,LT51(aSP29a)_R,,LT51,Traced,2177,786,82,102,2028454518
1282507669,,,,Traced,896,258,3,13,567245714
1283600055,,,,Traced,160,107,5,5,569342974
1283867659,IB068_R,,IB068,Traced,1271,95,1,1,698231186
1283872218,VES076_R,,VES076,Traced,2469,472,43,33,1309250789
1284312505,IB072(PVM03)_L,,IB072,Traced,494,189,193,153,340163603
1284325332,IB075(PVM03)_L,,IB075,Traced,459,181,78,70,333834324
1284657996,(PVM01)_L,,,Traced,639,207,55,32,350680339
1284702201,IB082(PVM09)_L,,IB082,Traced,568,364,21,21,526966568
1285452014,PLP039_R,,PLP039,Traced,249,129,53,63,321302224
1285849916,LT86_R,,LT86,Traced,2091,1734,5,28,2935192778
1286298117,,,,Traced,304,267,4,3,455611323
1287360108,FB2K_R,LALSMPFB2,FB2K,Traced,1166,173,523,2,381361054
1288957801,,,,Traced,207,309,4,1,331158369
1289233728,PVLP052_R,,PVLP052,Traced,839,334,2,3,542500897
1289359184,FB4M(PPM3-FB3/4-NO-DAN)_R,CRENO2FB4_2,FB4M,Traced,4578,2519,565,14,2446970593
1290269562,PVLP144_R,,PVLP144,Traced,367,229,2,1,604661808
1290961410,AVLP449_R,,AVLP449,Traced,4113,1549,10,4,3690952064
1291094620,ER1_b(ring)_R,,ER1_b,Traced,771,240,148,6,512738543
1291099014,ER1_b(ring)_R,,ER1_b,Traced,796,211,246,10,484445372
1291142212,FC2B(FQ7)_C8_L,FB1d356CRE,FC2B,Traced,1195,159,8,4,193070600
1291435551,ER1_a(ring)_R,,ER1_a,Traced,633,214,144,3,443295583
1291435693,ER1_b(ring)_R,,ER1_b,Traced,821,242,227,9,512500871
1291569166,LT51(aSP29a)_R,,LT51,Traced,1019,549,19,48,1801995517
1291690199,PVLP034_R,,PVLP034,Traced,618,217,61,9,527967378
1291780675,ER3m(ring)_R,,ER3m,Traced,968,295,2,2,616393513
1292316743,PVLP051_R,,PVLP051,Traced,849,280,55,10,617593099
1292367728,mALD4_L,,mALD4,Traced,3238,1251,1617,859,2375755009
1292423935,PFL1(PB12a)_L3_C4,PFLC,PFL1,Traced,1166,283,60,254,1202334420
1292803650,ER3m(ring)_R,,ER3m,Traced,1017,336,2,1,660582381
1292807819,ER3m(ring)_R,,ER3m,Traced,1018,282,8,3,601265310
1292816565,ER3m(ring)_R,,ER3m,Traced,1029,333,1,1,680157635
1294077075,LAL017_R,,LAL017,Traced,1443,763,1366,749,1007680431
1294082002,ER1_b(ring)_R,,ER1_b,Traced,793,250,169,5,516623909
1294102958,,,,Traced,166,375,58,117,267430258
1295035551,LC33a_R,,LC33a,Traced,302,176,82,95,298076983
1295359686,WED040_a_R,,WED040_a,Traced,180,95,72,44,357265236
1298476253,LAL086_R,AoL-L(c),LAL086,Traced,581,92,448,1,418017130
1299581176,LAL186_R,pIP11 candidates,LAL186,Traced,1008,469,874,358,685584395
1300276335,LAL159_R,VeLC-L(c),LAL159,Traced,6693,950,4146,316,2323036998
1311125016,LAL158_R,,LAL158,Traced,971,19,252,2,1000029046
1311677904,LC31,,LC31,Traced,1456,490,9,16,1380372837
1313491811,PS063_R,LW-Sp,PS063,Traced,1681,675,439,9,1980319895
1313594496,LAL184_R,,LAL184,Traced,889,980,369,756,1027021423
1314906961,PS186_R,,PS186,Traced,1031,504,60,104,965953235
1315529069,LPTC contra1,,,Traced,495,506,15,319,2514171647
1316245799,M_spPN4t9_R,AL-t4PN1 (Tanaka et al. JCN 2012),M_spPN4t9,Traced,2673,1245,35,1,3127248565
1317061703,(PVM09)_L,,,Traced,344,104,157,86,222574272
1317169555,WED036_b_R,,WED036_b,Traced,204,72,55,37,280496148
1318304936,CL338_R,,CL338,Traced,1988,240,1,2,1534293069
1318521594,AVLP481_R,,AVLP481,Traced,172,162,1,2,366230979
1320622829,PVLP052_R,,PVLP052,Traced,954,319,12,5,632466357
1321339156,AVLP529_R,,AVLP529,Traced,804,291,26,1,641368953
1322129610,ER1_b(ring)_R,,ER1_b,Traced,778,218,226,7,452235801
1322129781,ER1_a(ring)_R,,ER1_a,Traced,560,178,178,4,406611685
1322133858,ER1_a(ring)_R,,ER1_a,Traced,567,200,230,3,392635236
1322137688,ER1_b(ring)_R,,ER1_b,Traced,754,199,195,3,429097545
1322138079,ER1_b(ring)_R,,ER1_b,Traced,669,216,178,9,455746964
1322263019,mALC4_L,,mALC4,Traced,498,433,1,1,1365104149
1322466938,ER1_a(ring)_R,,ER1_a,Traced,714,215,298,1,447031577
1322470462,ER1_a(ring)_R,,ER1_a,Traced,631,212,227,1,459913953
1322674056,PVLP056_R,,PVLP056,Traced,443,30,145,1,452232221
1323341985,aSP10A_R,,aSP10A,Traced,458,255,20,3,497826439
1323402830,LAL193_R,VeL-X(c)1,LAL193,Traced,2052,28,1659,14,1167321058
1323407050,PS018_R,,PS018,Traced,3678,830,560,50,1306053682
1324145475,ER4d(ring)_R,,ER4d,Traced,1999,555,2,1,1148479791
1324365879,5-HTPLP01_R,,5-HTPLP01,Traced,4031,2026,1,3,3084862307
1324430237,ER6(ring)_R,,ER6,Traced,2216,550,1644,201,1016271341
1324762843,AOTU015_R,aSP16b candidates,AOTU015,Traced,2251,315,51,72,838711843
1325133618,LAL045_R,VeL-L(c),LAL045,Traced,3392,1042,1414,271,1863773445
1325138101,,,,Traced,174,388,68,145,232769293
1325138112,VES041(AVM21)_L,IbSpVeL-(LIb)(c)Sm(b),VES041,Traced,2482,2486,709,595,2676458550
1325138116,CRE002_R,,CRE002,Traced,1020,466,117,146,769437715
1325405571,LC33b_R,,LC33b,Traced,580,310,353,291,771605187
1325470571,LAL187_R,,LAL187,Traced,269,180,125,31,397848456
1325479712,LAL060_R,,LAL060,Traced,502,131,316,35,350638032
1325733981,LC33a_R,,LC33a,Traced,458,328,157,307,1192689840
1325799415,LAL048_R,L-WP2,LAL048,Traced,606,92,538,8,440479917
1325799516,LAL067_R,,LAL067,Traced,365,114,293,104,315937243
1325803697,,,,Orphan,13,2,5,2,2869121
1326075032,PLP045_R,,PLP045,Traced,185,73,61,67,258631937
1326131415,,,,Assign,1,3,1,1,2230143
1326264840,LNO3(LAL-NO2bilateral)_R,LNO3,LNO3,Traced,2082,502,594,1,1389645128
1330008281,LAL191(PVM09)_L,,LAL191,Traced,346,530,40,97,558358802
1331311183,LAL163(PVM03)_L,VeL-LVeC(c),LAL163,Traced,562,536,167,281,795002234
1343861428,PS178_R,,PS178,Traced,977,409,269,173,784251188
1343882325,WED149_R,pIP13a candidates,WED149,Traced,212,104,90,38,437496007
1344082025,WED068_R,,WED068,Traced,301,529,23,121,946880069
1344275238,PS264_R,,PS264,Traced,355,274,7,11,499742670
1344543578,,,,Traced,229,1220,6,22,950744789
1344858721,LAL139_R,,LAL139,Traced,1135,823,559,469,1623189031
1344885028,PS173_R,,PS173,Traced,688,154,9,1,795430983
1345596879,PS214_R,,PS214,Traced,685,449,30,30,1282145410
1347332772,VES020_R,,VES020,Traced,476,99,2,2,467218092
