id,instance,notes,type,status,inputs (#post),outputs (#pre),LAL(R) #post,LAL(R) #pre,#voxels
1573098728,,,,Orphan,2,3,2,3,2062038
1573102517,,,,Orphan,18,2,18,2,3104259
1573438957,,,,Orphan,11,1,11,1,2665482
1573440021,,,,Traced,203,116,160,86,139069751
1573551885,LAL120(AVM20)_L,,LAL120,Traced,900,832,335,830,1108817545
1573741727,WEDPN5_R,,WEDPN5,Traced,749,505,177,2,1163504160
1573758787,(AVM09)_L,,,Traced,253,103,77,34,168787940
1573780955,,,,Orphan,7,5,7,5,3126148
1574164489,LAL104_R,,LAL104,Traced,1347,358,878,170,869511446
1574648555,,,,Traced,86,132,1,1,126998096
1574752002,WEDPN16_b_R,,WEDPN16_b,Traced,207,121,113,97,198888158
1576456803,(AVM18)_R,,,Traced,2,1,1,1,1367441438
1576815601,LAL177(PVM03)_L,,LAL177,Traced,857,445,588,405,538993825
1576941160,LAL116_R,,LAL116,Traced,915,520,446,86,869168111
1591100031,LAL109_R,,LAL109,Traced,709,571,577,518,878593389
1591427698,WED042_R,,WED042,Traced,268,213,20,8,332712654
1591463117,LAL204(SCB053)_R,,LAL204,Traced,1061,393,739,294,698611008
1597493900,LT51_R,,LT51,Traced,1461,446,405,349,1317273842
1597908742,LAL136_b_R,,LAL136_b,Traced,596,233,113,149,634916211
1598011458,LAL134_R,,LAL134,Traced,3735,498,1336,98,2136795546
1598586139,PVLP047_R,,PVLP047,Traced,264,104,19,2,395422221
1598663076,LAL170_R,,LAL170,Traced,1332,366,948,219,1222848175
1599976359,,,,Traced,70,160,5,2,135761756
1599988924,PVLP048_R,,PVLP048,Traced,285,48,20,6,263631502
1600079770,PFNv(PB05)_L9_C9,PFNv,PFNv,Traced,864,336,3,3,532651939
1600334745,,,,Traced,114,142,1,1,169891489
1600420555,GLNO(LAL-NO1)_R,LGNO,GLNO,Traced,1806,481,823,1,787489080
1600489166,LAL160(PVM03)_L,CL-LC(c),LAL160,Traced,2056,863,1130,692,1046665841
1601715638,ExR8(ring)_R,,ExR8,Traced,1685,441,30,56,1111869658
1602194826,,,,Traced,42,110,16,46,108914072
1602195074,,,,Traced,89,161,38,60,127980033
1602376300,,,,Traced,233,347,31,226,480472850
1602397590,,,,Traced,35,45,34,42,79186486
1602410483,LAL087(AVM09)_L,L-L(c)1,LAL087,Traced,68,70,66,59,135312443
1602536144,,,,Traced,303,91,76,64,180231649
1602704738,PVLP034_R,,PVLP034,Traced,612,233,36,9,516264575
1602743551,LAL090(AVM09)_L,L-Lic(c),LAL090,Traced,64,90,41,70,147442253
1602751898,LAL090(AVM09)_L,L-Lic(c),LAL090,Traced,170,128,18,51,247066722
1602885929,(AVM09)_L,,,Traced,198,73,81,73,143069724
1603054520,WED010_R,,WED010,Traced,445,239,79,143,379054963
1603054747,AOTU032_R,,AOTU032,Traced,466,320,19,37,394619425
1603109870,LAL196_R,,LAL196,Traced,859,5,781,4,478797549
1603394542,,,,Orphan,7,3,7,3,3010130
1603399884,,,,Orphan,2,2,2,2,1510045
1603736585,WEDPN17_c_R,,WEDPN17_c,Traced,270,177,108,2,214811165
1603757560,LAL041_R,aSP3 candidates,LAL041,Traced,6559,166,3446,83,2529645015
1604093913,(PDM19)_L,,,Traced,574,616,377,462,794763306
1604137814,,,,Orphan,22,3,22,3,4829277
1604141359,,,,Traced,995,668,924,596,557475903
1604418753,(PVM01)_L,,,Traced,27,91,21,67,100029446
1604435584,,,,Orphan,6,2,6,2,1832698
1604440343,PS064_R,,PS064,Traced,3311,1656,188,80,5455686095
1604444478,,,,Orphan,13,1,13,1,390763
1604448421,,,,Traced,102,200,59,101,250406066
1604452991,(AVM09)_L,,,Traced,183,73,96,66,116874856
1604788947,(AVM09)_L,,,Traced,245,94,101,50,151680649
1604789908,,,,Traced,154,307,85,157,294189186
1604824062,,,,Assign,10,1,10,1,2192945
1605101010,,,,Orphan,3,3,3,3,4918578
1605138727,,,,Traced,116,256,58,104,221083203
1605156604,,,,Traced,364,712,192,340,654267799
1605181883,LAL008(ADM02)_L,,LAL008,Traced,1754,717,923,576,1138502686
1605445531,,,,Orphan,2,4,2,4,3087415
1605455071,LAL171_R,,LAL171,Traced,1617,167,1414,26,824507555
1605471212,,,,Orphan,5,3,5,3,2637143
1605471341,,,,Orphan,10,1,10,1,2018824
1605471724,,,,Orphan,11,2,11,2,2394225
1605488457,,,,Unimportant,2,2,2,2,173837
1605518663,AOTU019(ADM10)_L,AoSiLVe-LVeSpIp(c),AOTU019,Traced,3228,2111,160,771,6781032290
1605782180,,,,Traced,344,84,70,45,254188438
1605782659,WED168_R,,WED168,Traced,184,122,41,14,422987521
1605786593,,,,Orphan,1,4,1,4,3672641
1605786832,WEDPN18_R,,WEDPN18,Traced,358,154,23,58,337497377
1605790917,LAL133_R,,LAL133,Traced,357,125,162,115,269713243
1605791730,,,,Traced,64,162,45,111,169842263
1605791755,(PVM09)_L?,,,Traced,134,676,96,467,868000953
1605842920,LAL159(PVM03)_L,VeLC-L(c),LAL159,Traced,3109,1107,423,736,1843324783
1605847231,,,,Traced,794,840,752,769,822664462
1606127727,,,,Orphan,20,2,20,2,4704082
1606131544,(PVM09)_L,,,Traced,764,1292,731,1244,912608427
1606468352,,,,Traced,167,243,136,193,255924579
1606503024,VES011_R,L-Ve3,VES011,Traced,2452,500,1269,103,1055579367
1606801004,,,,Orphan,6,2,6,2,1485906
1607155570,WEDPN7C_R,,WEDPN7C,Traced,421,167,58,123,441316563
1607548068,LAL135_R,,LAL135,Traced,2350,733,1791,363,1621006975
1621806893,PS047_R,,PS047,Traced,7060,2231,120,692,2850776335
1622134757,PS099(AVM20)_L,,PS099,Traced,394,706,129,264,1013560409
1622138900,PS060_R,,PS060,Traced,851,734,99,269,1392471911
1622138907,,,,Traced,465,898,140,285,682029843
1622139666,PS099_R,,PS099,Traced,1219,83,315,1,1374167340
1622144736,PS099_R,,PS099,Traced,936,22,123,1,1140588321
1622468068,PLP038_R,,PLP038,Traced,497,216,55,134,692447482
1622471963,WED068_R,,WED068,Traced,399,479,36,91,860870501
1625873920,,,,Traced,288,804,8,31,964177114
1626512826,WED016_R,,WED016,Traced,854,379,71,106,919061026
1627030775,CL053_R,,CL053,Traced,5558,1185,8,30,4557020969
1628062270,LAL135(PDM27)_L,,LAL135,Traced,559,425,43,13,926258846
1629293121,,,,Traced,65,70,1,5,105161202
1629383757,Ascending?,,,Traced,5797,1631,1368,62,3262430111
1629625638,LAL136_b_R,,LAL136_b,Traced,806,293,167,193,667403425
1630678886,PVLP034_R,,PVLP034,Traced,968,287,24,8,675937149
1632055020,LAL025_R,,LAL025,Traced,1074,453,21,22,1053166056
1632361781,LAL167_R,,LAL167,Traced,532,231,302,115,783807325
1632361815,PVLP060_R,,PVLP060,Traced,501,167,162,23,241045361
1632409111,LAL194_R,VeL-X(c)2,LAL194,Traced,1884,348,926,188,953021784
1632409525,,,,Orphan,15,5,12,3,5032231
1632720433,,,,Traced,65,580,6,73,912272838
1633074483,,,,Traced,1078,60,160,22,767538657
1633075014,LAL133_R,,LAL133,Traced,438,135,233,41,255828977
1633078450,,,,Traced,74,192,63,165,259543483
1633406465,,,,Orphan,1,3,1,3,2052509
1633411652,PLP078(AVM20)_L,,PLP078,Traced,138,1296,62,529,1672701183
1633411858,LAL085_R,,LAL085,Traced,852,9,828,2,566210396
1633432490,,,,Orphan,12,1,12,1,2329463
1633441251,,,,Traced,168,216,141,168,223973978
1633441295,,,,Traced,1780,824,205,13,1608742114
1633445474,,,,Traced,102,203,61,104,256000354
1633747617,WED010_R,,WED010,Traced,529,186,54,92,273546520
1633747719,WED009_R,,WED009,Traced,497,225,118,163,299141389
1633752210,,,,Orphan,3,4,3,4,3832009
1633799339,,,,Orphan,5,6,5,6,6227982
1633816833,,,,Traced,138,137,126,134,169239822
1634088865,WED022_R,,WED022,Traced,256,119,171,94,171639186
1634088910,WED155_R,,WED155,Traced,185,108,101,41,328749127
1634092927,,,,Orphan,3,3,3,3,2202898
1634094363,,,,Orphan,8,3,8,3,1833547
1634140805,,,,Traced,70,187,16,33,165100349
1634140884,LAL113_R,,LAL113,Traced,2605,633,2011,533,1091336413
1634140995,,,,Traced,57,119,5,19,112288703
1634141042,,,,Traced,99,223,59,96,194598990
1634157810,,,,Traced,237,111,170,60,112567439
1634438160,,,,Orphan,10,2,10,2,2079082
1634477964,,,,Traced,214,326,40,213,483018463
1634494509,,,,Orphan,12,6,12,6,3112710
1634770661,LAL188_R,,LAL188,Traced,296,217,56,22,386740075
1634805202,LAL108_R,,LAL108,Traced,3945,6,2853,4,1339195288
1634836566,,,,Orphan,16,3,16,3,3010674
1635107873,,,,Orphan,5,3,5,3,3093325
1635116627,WED080_R,,WED080,Traced,1180,34,537,15,1144550246
1635146965,,,,Traced,83,317,35,115,342365783
1635526458,,,,Orphan,12,1,12,1,590556
1635833170,LAL113_R,,LAL113,Traced,2456,589,1710,487,990389405
1636195409,(PVM01)_L,,,Traced,251,581,237,570,623364986
1636822043,LAL133_R,,LAL133,Traced,391,133,199,126,407300828
1636825663,WED031_R,,WED031,Traced,239,142,33,79,452368321
1637171546,LAL201(SCB023)_R,,LAL201,Traced,4432,631,2963,283,2240787872
1637503922,,,,Orphan,1,4,1,4,1760040
1637512099,LAL176(PVM03)_L,,LAL176,Traced,928,454,626,432,830466507
1637538100,,,,Orphan,9,3,7,3,4174661
1637564462,,,,Traced,119,105,100,86,150532024
1637844473,LAL153_R,,LAL153,Traced,722,8,681,3,794097266
1637870763,LAL105_R,,LAL105,Traced,897,218,736,143,607606028
1637887896,,,,Orphan,24,3,19,3,6604110
1640922516,lLN2T_e(Tortuous)_R,AL-LN2L (Tanaka et al. JCN 2012),lLN2T_e,Traced,10540,2786,5,1,3778355445
1652837969,LAL081_R,,LAL081,Traced,1881,1239,1076,841,1278618279
1652850041,,,,Traced,78,743,14,183,562735546
1653170972,,,,Traced,58,973,9,109,1192158901
1653175589,,,,Traced,73,319,8,60,229590888
1653179621,,,,Traced,83,772,14,209,586875979
1653187873,(PVM01)_L,,,Traced,169,759,69,271,814854674
1654525956,LT47_R,,LT47,Traced,495,197,12,9,628190584
1655997973,DNb01_R,,DNb01,Traced,6606,14,1272,3,2742266498
1656277790,PS141_R,,PS141,Traced,459,238,26,3,648704366
1656929646,,,,Traced,197,564,3,7,365982309
1657551275,LAL156_R,,LAL156,Traced,1909,182,936,46,1918479787
1657616545,,,,Traced,152,275,2,5,790139593
1657893407,WED084_R,,WED084,Traced,202,2,29,2,294402511
1659283187,,,,Traced,44,199,1,6,175783611
1659970036,,,,Traced,50,331,1,6,304278376
1660771879,VES056_R,,VES056,Traced,1511,1007,73,20,1838014427
1661769627,M_l2PN3t18_R,slow hot and cold t3ALT PN (Frank et al. Nature 2015); VC5++ l2PN1 (Marin et al. Curr Biol 2020),M_l2PN3t18,Traced,2131,689,8,2,1319301554
1663095260,LAL099_R,,LAL099,Traced,2115,988,809,506,1078485464
1663436232,LAL103_R,,LAL103,Traced,542,519,455,483,818783312
1663759398,PVLP060_R,,PVLP060,Traced,546,163,317,22,391667719
1663764052,,,,Orphan,4,4,4,4,2602175
1663768979,PS021_R,,PS021,Traced,588,210,8,3,351779380
1663778352,LAL061_R,,LAL061,Traced,308,122,196,29,269219666
1664097010,SAD049_R,,SAD049,Traced,2094,625,16,6,1585299920
1664101228,,,,Orphan,24,15,8,8,10258307
1664108939,LAL133_R,,LAL133,Traced,339,145,106,52,298556142
1664110256,LAL133_R,,LAL133,Traced,507,162,260,46,443020590
1664127054,PS049_R,,PS049,Traced,3695,1028,811,196,1552122008
1664178250,,,,Traced,224,1116,63,270,996810759
1664782583,WED022_R,,WED022,Traced,688,179,172,141,439926564
1664843299,,,,Traced,132,279,70,138,301945859
1665123251,WED153_R,,WED153,Traced,313,252,115,91,499132652
1665158639,(PVM01)_L,,,Traced,1114,616,782,472,576436185
1665495576,,,,Orphan,5,5,5,5,3226291
1665499507,,,,Traced,74,173,18,41,162050453
1665507756,(AVM09)_L,,,Traced,253,123,81,45,167851976
1665805518,,,,Orphan,1,2,1,2,1922856
1665844590,,,,Traced,79,172,19,39,167539607
1666492179,,,,Orphan,3,2,3,2,1236716
1666492660,LAL019_R,,LAL019,Traced,1252,487,590,127,961439012
1666552837,,,,Orphan,10,1,10,1,346624
1666561406,LAL015_R,,LAL015,Traced,2467,821,1779,664,1689810440
1666578623,ORN_DP1m_R,,ORN_DP1m,Traced,528,408,4,2,400628487
1666850534,,,,Orphan,13,1,13,1,394045
1666910636,ORN_DP1m_R,,ORN_DP1m,Traced,572,427,1,2,432419850
1666914838,ORN_DP1m_R,,ORN_DP1m,Traced,552,415,1,3,420006761
1666915198,ORN_DP1m_R,,ORN_DP1m,Traced,623,445,2,1,441689974
1667170670,WEDPN17_c_R,,WEDPN17_c,Traced,238,141,81,1,310248508
1667170776,WEDPN17_c_R,,WEDPN17_c,Traced,253,154,100,1,226446999
1667230600,,,,Orphan,38,6,38,6,3813018
1667251683,lLN2T_d(Tortuous)_R,AL-LN2L (Tanaka et al. JCN 2012),lLN2T_d,Traced,10899,3575,2,3,4016966695
1667507290,,,,Orphan,6,2,6,2,1278754
1667510705,WED021_R,,WED021,Traced,375,245,8,61,331111028
1667566576,,,,Orphan,3,4,3,4,1754471
1667852406,,,,Orphan,1,2,1,2,2017989
1667865817,LAL144_R,,LAL144,Traced,1084,476,1051,474,695450939
1667869567,LAL070_R,,LAL070,Traced,263,79,259,79,203920218
1667886676,LAL119(AVM19)_R,CL-G,LAL119,Traced,7468,812,6590,715,1526154168
1668258723,,,,Orphan,3,3,3,3,2604746
1668529983,,,,Traced,76,451,54,450,490959313
1669246731,,,,Orphan,5,2,5,1,1601972
1669255212,LAL161(PVM03)_L,CL-L(c)1,LAL161,Traced,2086,865,1041,662,867144227
1670287030,lLN2F_a(Full)_R,AL-LN2L (Tanaka et al. JCN 2012),lLN2F_a,Traced,19470,5870,2,1,5691144460
1671620917,,,,Traced,646,1717,2,23,1574803573
1685224040,WED078_R,,WED078,Traced,1180,227,253,38,551465250
1687321237,,,,Traced,554,1900,24,96,1485278124
1687688269,VES033_R,,VES033,Traced,453,210,12,2,467548489
1687688880,VES032_R,,VES032,Traced,560,340,20,8,534825990
1688663936,PS189_R,,PS189,Traced,659,246,9,2,548916925
1688962977,PLP178_R,,PLP178,Traced,2010,524,102,15,1551191397
1689606690,WED035_R,,WED035,Traced,203,155,86,123,452482153
1691310419,PVLP026_R,,PVLP026,Traced,1862,352,6,1,965011548
1692127088,,,,Traced,872,372,411,277,546079237
1693798741,LAL019_R,,LAL019,Traced,1376,552,738,171,967919277
1693798828,,,,Traced,381,817,39,82,794924935
1693802425,(AVM09)_L,,,Traced,161,103,8,9,142014199
1693802528,,,,Traced,190,116,43,25,167185397
1694130627,,,,Traced,173,808,85,303,901100396
1694461583,,,,Orphan,3,4,3,4,2587052
1694462986,PLP235_R,,PLP235,Traced,233,74,51,8,421183328
1694471261,(PVM09)_L,,,Traced,160,322,130,244,285630762
1694479261,,,,Traced,196,645,34,88,691883769
1694496394,,,,Traced,152,90,27,19,137680115
1694798406,,,,Orphan,3,3,3,3,2918504
1694807145,LAL195_R,LW-X(c),LAL195,Traced,1459,12,813,5,1139257033
1695136154,,,,Orphan,53,3,51,3,8589918
1695140166,,,,Orphan,1,2,1,2,298552
1695143944,LAL166_R,,LAL166,Traced,517,635,332,200,1028593021
1695145055,PS057_R,,PS057,Traced,2855,705,655,81,1555662940
1695166397,,,,Traced,96,145,21,30,138389503
1695178970,PS270_R,,PS270,Traced,300,158,65,8,347926736
1695187208,,,,Traced,119,595,20,99,681733934
1695493966,,,,Orphan,5,3,5,3,2939180
1695506907,,,,Traced,196,441,94,146,438212038
1695533211,(AVM09)_L,,,Traced,289,115,66,30,171590813
1695533265,,,,Traced,174,102,29,25,169433781
1695848572,LAL021_R,,LAL021,Traced,766,155,370,39,291547452
1695856792,,,,Orphan,23,1,23,1,1941059
1695865038,,,,Traced,465,243,150,76,208724025
1696154396,,,,Orphan,1,2,1,2,1876922
1696159313,WED153_R,,WED153,Traced,266,186,98,92,400879636
1696180529,,,,Orphan,3,4,3,4,2560394
1696215319,,,,Orphan,12,5,12,5,2318615
1696530677,Ascending?,,,Traced,3385,9,723,1,1577205675
1696897255,,,,Traced,321,552,106,122,517976416
1697177449,,,,Orphan,8,2,8,2,1351302
1697185831,LAL188_R,,LAL188,Traced,292,220,55,24,378566045
1697250956,,,,Orphan,6,2,6,2,928525
1697272285,ORN_DP1m_R,,ORN_DP1m,Traced,591,425,3,4,437595229
1697280776,ORN_DP1m_R,,ORN_DP1m,Traced,659,454,3,2,423290105
1697600363,ORN_DP1m_R,,ORN_DP1m,Traced,589,438,6,1,403092302
1697859756,,,,Orphan,6,7,6,7,3566333
1697859822,WED017_R,,WED017,Traced,769,432,300,73,675208476
1697868208,,,,Orphan,22,2,22,2,9657847
1697876976,,,,Orphan,10,1,10,1,497427
1698205718,,,,Orphan,11,2,11,2,2715325
1698537086,,,,Traced,81,460,72,459,443352332
1698550659,,,,Orphan,1,2,1,2,309333
1698592893,,,,Orphan,20,1,20,1,989525
1698606868,,,,Traced,545,522,527,480,494190836
1698883154,(PVM09)_L?,,,Traced,309,785,304,773,615553602
1698887467,,,,Orphan,2,4,2,4,1287594
1698905428,LAL049_R,,LAL049,Traced,509,161,283,2,273380683
1698938870,,,,Traced,638,561,585,498,559775414
1699232713,,,,Orphan,89,12,89,12,13146762
1699582872,(PVM09)_L,,,Traced,1533,1003,1192,888,909112575
1704347707,lLN2T_c(Tortuous)_R,AL-LN2L (Tanaka et al. JCN 2012),lLN2T_c,Traced,18167,2811,6,1,4053397057
1713236401,WED177_R,,WED177,Traced,214,33,29,5,213430685
1715939282,PS270_R,,PS270,Traced,284,206,54,6,423373853
1718671665,PS022_R,,PS022,Traced,762,204,17,15,348330865
1719388267,PS090_R,,PS090,Traced,3377,672,1,12,1114973008
1719428077,VES016_R,,VES016,Traced,1454,715,136,144,1877609536
1719958764,WED040_a_R,,WED040_a,Traced,132,95,55,48,312269772
1719958827,WED040_a_R,,WED040_a,Traced,196,88,24,15,283523476
1719958850,WED040_a_R,,WED040_a,Traced,165,83,56,37,289342347
1719958881,WED040_a_R,,WED040_a,Traced,170,72,44,28,274931863
1719958920,WED040_c_R,,WED040_c,Traced,173,90,8,12,240886928
1720300139,WED040_a_R,,WED040_a,Traced,142,86,12,17,281213163
1720300275,WED040_b_R,,WED040_b,Traced,176,106,26,28,353015351
1720300315,WED039_R,,WED039,Traced,300,71,9,3,288595624
1721775553,WED131_R,pIP13b candidates,WED131,Traced,179,29,15,2,301039726
1722112488,PLP236_R,,PLP236,Traced,195,29,8,3,234343262
1723157449,,,,Traced,1269,130,53,6,797743003
1723519812,,,,Traced,286,143,121,98,334123982
1723597944,(AVM18)_R,,,Traced,53,2,1,2,442146673
1723852574,VES057_R,,VES057,Traced,1524,274,727,1,988971873
1724158672,,,,Traced,2133,9,379,1,699576066
1724823418,LAL125_R,,LAL125,Traced,4245,7,2895,3,1279911878
1725156961,,,,Traced,159,286,139,257,263411150
1725220551,,,,Orphan,11,1,11,1,2152439
1725493406,,,,Orphan,2,3,2,3,386972
1725497333,(PVM09)_L,,,Traced,159,342,134,310,270998952
1725518270,,,,Orphan,7,6,7,6,2987299
1725834018,,,,Orphan,1,2,1,2,855150
1725837767,LPTC contra2_L,,,Traced,137,979,44,153,1424549974
1725838071,PS048_R,,PS048,Traced,2239,1154,228,411,1726247266
1725839022,(PVM09)_L,,,Traced,129,403,30,65,411380533
1725924169,IB068(PVM03)_L,,IB068,Traced,776,467,12,40,692883102
1726184390,PS118_R,,PS118,Traced,499,212,55,6,403287198
1726196515,,,,Orphan,10,4,10,4,2707531
1726201288,,,,Traced,79,197,15,49,191990808
1726507304,,,,Orphan,11,3,5,1,7271724
1726918361,LAL158(PVM03)_L,,LAL158,Traced,382,880,151,302,913597401
1727193857,,,,Orphan,1,3,1,3,1432081
1727210646,,,,Orphan,26,2,26,2,1995537
1727241150,,,,Orphan,10,1,10,1,1158288
1727535075,WED036_a_R,,WED036_a,Traced,441,124,130,25,389873441
1727582033,,,,Orphan,34,3,34,3,3733597
1727923074,,,,Orphan,15,2,15,2,4733378
1727945284,,,,Traced,691,415,688,414,376769729
1727948866,,,,Orphan,1,3,1,3,2440354
1727975215,LN_L,,,Traced,220,286,1,4,589843009
1728212668,,,,Assign,10,1,10,1,1583067
1728220754,,,,Orphan,1,2,1,2,1892146
1728264102,,,,Orphan,18,1,18,1,1301252
1728281815,,,,Traced,641,380,634,380,394303119
1728553864,WED079_R,,WED079,Traced,594,167,59,15,466835157
1728553918,PLP063_R,,PLP063,Traced,162,88,25,11,205048044
1728894101,WED154_R,,WED154,Traced,373,263,110,24,597229822
1728908146,,,,Orphan,21,1,21,1,2438460
1728911520,,,,Traced,1000,24,167,12,674353610
1728942250,LAL098_R,,LAL098,Traced,3079,913,2353,695,1351586149
1728950903,,,,Orphan,35,2,35,2,4155791
1729236261,WED154_R,,WED154,Traced,348,166,101,60,325218313
1729287518,,,,Traced,1600,500,1421,444,444868318
1729581545,,,,Orphan,38,4,38,4,3817452
1729602536,LAL127_R,L-Ve2,LAL127,Traced,2691,347,1789,231,977737634
1729615504,,,,Orphan,19,1,19,1,808427
1729637685,LAL171(PVM03)_L,,LAL171,Traced,1568,850,1483,848,1006894516
1729935421,LAL172(PVM03)_L,,LAL172,Traced,1573,856,1411,850,774767517
1730608428,ExR4(ring)_R,,ExR4,Traced,8268,1288,2938,34,3333716175
1730617033,,,,Traced,562,950,406,479,638315992
1730634615,,,,Orphan,10,2,10,2,2821791
1730647280,ORN_DP1m_R,,ORN_DP1m,Traced,609,434,3,1,401550889
1730957703,mALC5_L,,mALC5,Traced,1825,166,22,1,3521838249
1731325118,ORN_DP1m_R,,ORN_DP1m,Traced,600,429,1,1,377797370
1733370882,M_spPN5t10_R,,M_spPN5t10,Traced,1690,282,203,27,1548404584
1745937769,,,,Traced,76,1076,9,104,1205055130
1746300363,,,,Traced,940,2,342,2,1228496002
1746304691,WED129_R,,WED129,Traced,380,255,32,19,499360622
1746952120,(AVL01)_R,,,Traced,632,251,2,9,573666555
1748648841,,,,Traced,187,1125,18,121,1155989126
1749313891,LAL058_R,,LAL058,Traced,489,232,72,167,434932095
1749323103,PLP062_R,,PLP062,Traced,420,174,18,5,370498091
1749434934,PS299(SCB002)_R,,PS299,Traced,581,3291,15,128,5036082248
1751139866,,,,Traced,102,286,35,65,326659511
1751333757,WED040_b_R,,WED040_b,Traced,260,98,9,15,271345521
1754213254,,,,Traced,44,78,5,11,64025960
1755198194,(PVM01)_L,,,Traced,400,446,14,22,472901751
1755859000,WED148_R,,WED148,Traced,410,85,116,23,647446017
1755859880,WED002_R,,WED002,Traced,278,145,59,7,292661987
1755860078,LAL124_R,,LAL124,Traced,2434,332,1363,138,1320886997
1756134771,,,,Traced,179,565,1,1,558368214
1756191255,PS077_R,,PS077,Traced,367,209,63,13,296105957
1756199934,,,,Orphan,19,3,14,2,2145984
1756208777,WED127(PVM01)_L,,WED127,Traced,229,262,54,71,317359106
1756212801,PS026_R,,PS026,Traced,691,168,138,19,290538843
1756260142,,,,Assign,2,3,2,3,3148277
1756263997,,,,Orphan,8,2,6,1,529627
1756531702,PS099(AVM20)_L,,PS099,Traced,143,703,21,133,855208641
1756532441,PS077_R,,PS077,Traced,393,199,124,27,448376398
1756592259,,,,Assign,1,3,1,3,2007392
1756605721,,,,Orphan,7,3,3,2,1219517
1756869802,LAL117_R,,LAL117,Traced,389,81,273,25,477662707
1756881825,WED011_R,,WED011,Traced,473,563,333,156,674751702
1756886387,,,,Traced,223,831,93,276,945703451
1756895140,,,,Traced,70,268,14,50,258716771
1757205960,,,,Orphan,1,3,1,3,3456912
1757230911,,,,Orphan,4,9,4,9,4177445
1757279022,,,,Assign,13,1,13,1,896742
1757612027,AOTU042_R,aDT10 candidates; SiLVe-Ao(c),AOTU042,Traced,6221,325,3695,193,2751254667
1757620317,,,,Assign,14,1,14,1,6470163
1757883105,,,,Orphan,18,1,18,1,3775347
1757887456,,,,Orphan,6,2,6,2,3391008
1757892148,,,,Orphan,7,2,7,2,2790112
1757944567,,,,Orphan,8,9,8,9,6401534
1757956131,,,,Orphan,1,2,1,2,2595445
1758224986,WED177_R,,WED177,Traced,251,71,125,37,417174715
1758228415,,,,Orphan,13,1,13,1,3016047
1758232728,,,,Orphan,3,3,3,3,2244437
1758233091,,,,Orphan,34,1,34,1,3400378
1758246498,,,,Orphan,6,2,6,2,1067929
1758617327,(AVM20)_L,,,Traced,138,480,15,77,631882325
1758621675,LPTC contra2_L,,,Traced,154,716,24,97,1288226435
1758962229,,,,Orphan,10,1,10,1,1507671
1759649309,LAL127_R,L-Ve2,LAL127,Traced,3073,360,1801,233,782969124
1759929057,WED154_R,,WED154,Traced,265,174,118,86,370365925
1759930196,WED132_R,,WED132,Traced,482,275,98,23,616459987
1760314001,,,,Orphan,25,1,25,1,3438047
1760318324,LAL173_R,,LAL173,Traced,1594,176,1400,122,581733341
1760327095,,,,Traced,3759,1015,3064,971,2076786791
1760641789,,,,Orphan,6,2,6,2,1579060
1760662977,,,,Traced,90,416,67,330,354022217
1760663022,,,,Orphan,25,2,25,2,3131611
1760957155,,,,Orphan,23,2,23,2,3876701
1761328259,,,,Traced,462,288,246,133,326715837
1775966802,WED156_R,,WED156,Traced,284,201,56,50,352609930
1776977663,,,,Traced,443,57,6,1,266589425
1778018067,WED010_R,,WED010,Traced,423,178,46,86,369740436
1778311161,WED009_R,,WED009,Traced,410,252,69,176,320662585
1779231120,,,,Traced,1749,604,129,175,1297023436
1779343124,PLP230(PVM03)_L,,PLP230,Traced,271,1014,8,13,1895766474
1779696775,LAL084(AVM09)_L,SpVeL-LSpIp(c)2,LAL084,Traced,515,990,28,167,1622938985
1779796131,(PVM01)_L,,,Traced,31,86,1,8,96915999
1780374662,(PVM01)_L,,,Traced,70,416,2,3,463544812
1782027670,WED023_R,,WED023,Traced,246,185,39,5,592011846
1782857355,,,,Traced,158,404,11,12,631188322
1783915068,(PVM01)_L,,,Traced,219,738,63,159,830108319
1784514404,WED146_R,,WED146,Traced,531,43,20,1,571423611
1785525369,,,,Traced,259,429,1,5,459448205
1785926866,VES082(SCB034)_R,,VES082,Traced,3385,12,330,2,1381746307
1785931916,VES075_R,,VES075,Traced,2308,1192,50,3,2410185601
1786232660,,,,Traced,64,256,21,62,242350447
1786232749,,,,Traced,1812,6,234,1,618557012
1786255235,VES028_R,,VES028,Traced,1854,169,238,13,1531375819
1787303751,,,,Orphan,4,2,4,2,3165055
1787571502,(PVM09)_L,,,Traced,234,254,23,46,293294432
1787576370,WED002_R,,WED002,Traced,428,233,150,35,380090848
1787635464,,,,Assign,6,2,6,2,1897532
1787636059,VES047_R,,VES047,Traced,1929,273,1002,126,1277607934
1787657447,,,,Traced,180,242,39,80,341534275
1787727412,,,,Traced,95,131,3,2,76377992
1787895282,PLP235_R,,PLP235,Traced,102,30,15,5,216612717
1787903826,LAL197_R,,LAL197,Traced,362,13,151,5,391391573
1787908013,WED148_R,,WED148,Traced,152,57,5,4,328296210
1787976527,,,,Assign,1,3,1,3,1276584
1787976637,,,,Assign,2,2,2,2,1451193
1787976779,,,,Assign,1,2,1,2,847647
1787981143,,,,Orphan,5,9,5,9,5664282
1787998190,PS232(PVM03)_L,,PS232,Traced,693,748,37,113,1014751524
1788237005,LAL059_R,,LAL059,Traced,310,142,132,81,373270879
1788240329,,,,Orphan,4,13,4,13,6416770
1788248514,SAD012_R,,SAD012,Traced,223,6,1,1,287932998
1788322836,,,,Assign,1,2,1,2,359961
