id,instance,notes,type,status,inputs (#post),outputs (#pre),b'L(R) #post,b'L(R) #pre,#voxels
1016835041,MBON09(y3B'1)(AVM17)_L,,MBON09,Traced,20281,1291,5817,59,2083130629
1016839809,PAM06_a(B'2m)_R,,PAM06_a,Traced,1467,301,380,189,442006674
1017310721,,,,Traced,158,115,9,3,86069826
1017819398,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,650,256,335,135,411433282
1017992752,PAM06_a(B'2m)_L,,PAM06_a,Traced,887,365,304,141,303080957
1018164997,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,609,262,310,150,420995644
1018510191,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,561,241,321,149,376534767
1034198388,KCab-p_R,,KCab-p,Traced,733,260,31,11,361965654
1036563762,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,576,266,323,167,419805354
1043151516,,,,Traced,156,246,4,4,889810212
1045832508,LAL075(AVM07)_L,L-LC(c)2,LAL075,Traced,1095,596,1,1,760736824
1046506683,CRE066(AVM16)_L,,CRE066,Traced,398,465,6,2,373177564
1047183897,PAM04_a(B2)_R,,PAM04_a,Traced,3253,456,11,1,656674162
1047489962,PAM11(a1)_L,,PAM11,Traced,658,200,7,6,327454873
1047835635,KCa'b'-m_R,,KCa'b'-m,Traced,666,240,303,118,437209470
1048004460,PAM09(B1ped)_L,,PAM09,Traced,743,225,13,4,233922701
1048172314,PPL103(y2a'1)(PDL05)_L,,PPL103,Traced,12116,3488,300,72,4211579375
1048207713,PAM09(B1ped)_R,,PAM09,Traced,938,203,25,4,430816435
1048215779,MBON09(y3B'1)(AVM17)_L,,MBON09,Traced,20255,1451,6260,92,2226046804
1048517845,KCa'b'-m_R,,KCa'b'-m,Traced,689,244,365,131,408966176
1048854479,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,658,262,327,143,408398286
1049549402,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,611,275,328,170,443024347
1049549412,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,615,275,327,165,442704993
1050585709,PAM03(B2B'2a)_R,,PAM03,Traced,336,80,66,37,149916255
1051630846,PAM08_e(y4)_R,,PAM08_e,Traced,990,163,19,4,368736251
1064891781,KCab-p_R,,KCab-p,Traced,741,271,7,3,389121740
1070651567,PLP162_R,,PLP162,Traced,892,364,1,1,852814384
1077847238,PAM11(a1)_R,,PAM11,Traced,1325,226,7,4,551823489
1078007730,PAM04_a(B2)_L,,PAM04_a,Traced,2210,396,7,1,367958807
1078568987,,,,Orphan,10,14,3,4,19742721
1078572735,PAM04_a(B2)_R,,PAM04_a,Traced,338,71,7,2,135784276
1078874826,KCab-p_R,,KCab-p,Traced,586,221,7,2,360621538
1079215685,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,674,256,318,138,460159372
1079707882,PAM04_a(B2)_L,,PAM04_a,Traced,289,75,11,3,96768615
1080566792,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,669,261,333,145,407579775
1080579786,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,511,228,312,146,403841758
1080579985,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,707,263,387,151,462416152
1081086613,PAM12(y3)_L,,PAM12,Traced,656,141,1,1,283506292
1081767446,PAM05(B'2p)_L,,PAM05,Traced,547,239,123,88,292571668
1100675497,KCg-m_R,,KCg-m,Traced,809,236,3,2,364985018
1100801188,FB4D_R,CRESMPFB4_2,FB4D,Traced,1610,379,2,2,678707599
1108545472,KCab-p_R,,KCab-p,Traced,628,250,6,2,345725929
1108545599,KCab-s_R,,KCab-s,Traced,608,251,2,1,315709589
1109568718,PAM11(a1)_L,,PAM11,Traced,706,219,5,3,339562986
1110298200,PAM02(B'2a)_R,,PAM02,Traced,1403,217,606,148,326742368
1110972158,PAM10(B1)_R,,PAM10,Traced,2803,504,19,2,720192159
1111615136,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,661,262,321,154,434589802
1111947403,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,560,258,350,169,444926933
1139395797,,,,Traced,116,93,14,6,89822411
1139724251,PAM06_a(B'2m)_L,,PAM06_a,Traced,945,355,298,151,373161019
1140655376,PAM02(B'2a)_R,,PAM02,Traced,1335,198,475,113,297452211
1140655624,PAM08_c(y4)_R,,PAM08_c,Traced,2153,287,21,8,393170688
1140737968,PAM08_b(y4)_L,,PAM08_b,Traced,1143,227,4,1,305493467
1140950118,KCg-m_R,,KCg-m,Traced,761,244,1,2,335259195
1140996390,PAM04_a(B2)_R,,PAM04_a,Traced,2268,365,19,2,498035936
1141009503,PAM08_b(y4)_L,,PAM08_b,Traced,475,203,2,1,128056257
1141328881,PAM04_a(B2)_R,,PAM04_a,Traced,1492,265,25,4,474678964
1141329053,PAM04_a(B2)_R,,PAM04_a,Traced,1824,278,21,2,408798680
1141329227,PAM13(B'1ap)_R,,PAM13,Traced,964,211,314,121,346624547
1141337557,PAM08_d(y4)_R,,PAM08_d,Traced,1707,334,259,103,427493806
1141337605,PAM08_e(y4)_R,,PAM08_e,Traced,1013,193,3,1,410437147
1141337663,KCg-m_R,,KCg-m,Traced,721,233,6,1,331437676
1141342260,KCg-m_R,,KCg-m,Traced,769,263,3,1,375823592
1141350537,PAM08_b(y4)_R,,PAM08_b,Traced,1586,231,10,1,357280522
1141691881,KCg-m_R,,KCg-m,Traced,686,231,1,1,339175454
1141972202,KCg-m_R,,KCg-m,Traced,815,267,13,5,420915787
1142019878,KCg-s4_R,,KCg-s4,Traced,749,298,7,4,426294048
1142658717,KCg-m_R,,KCg-m,Traced,697,264,1,1,372743702
1169657925,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,565,226,273,127,411320098
1169661785,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,637,254,350,147,448903191
1169989698,PAM05(B'2p)_R,,PAM05,Traced,1698,402,737,254,482724528
1169989859,PAM05(B'2p)_R,,PAM05,Traced,624,255,203,131,326669074
1169993905,PAM05(B'2p)_R,,PAM05,Traced,1620,331,629,213,410286745
1169999059,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,531,228,309,147,420909311
1170322501,PAM06_a(B'2m)_R,,PAM06_a,Traced,1190,304,304,183,419481355
1170326256,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,609,283,337,175,433858148
1170326295,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,726,297,386,168,498227413
1170335262,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,565,222,309,134,393635014
1170344185,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,715,259,382,161,452309484
1170348225,PAM06_a(B'2m)_L,,PAM06_a,Traced,1283,435,430,181,514047086
1170400248,APL fragment?,,,Traced,2026,235,481,47,293828523
1170404875,PAM05(B'2p)_R,,PAM05,Traced,682,237,177,126,319299901
1170412847,,,,Traced,2034,249,142,19,280315243
1170413425,PAM06_a(B'2m)_R,,PAM06_a,Traced,1384,411,490,235,476191448
1170667130,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,704,315,374,179,514238091
1171436073,PAM13(B'1ap)_L,,PAM13,Traced,638,221,222,107,272074555
1171690432,PAM02(B'2a)_R,,PAM02,Traced,1506,171,653,119,324421746
1171690479,PAM05(B'2p)_R,,PAM05,Traced,1518,294,520,169,385559301
1171785552,PAM13(B'1ap)_L,,PAM13,Traced,662,221,193,99,282949058
1172031461,PAM08_c(y4)_R,,PAM08_c,Traced,1912,251,13,3,387429139
1172372655,PAM02(B'2a)_R,,PAM02,Traced,1472,209,644,145,330410034
1172665846,KCg-m_R,,KCg-m,Traced,895,281,18,3,308381801
1172713521,KCg-s1(super)_R,,KCg-s1,Traced,2551,826,25,13,1054848410
1172774470,PAM15_a(y5B'2a)_L,,PAM15_a,Traced,1480,187,164,35,311773637
1173007139,PAM14(B'1m)_R,,PAM14,Traced,569,207,308,153,260414997
1173011450,PAM13(B'1ap)_L,,PAM13,Traced,535,210,184,95,170468316
1173016042,KCg-m_R,,KCg-m,Traced,706,241,12,5,346336785
1173045815,PAM12(y3)_R,,PAM12,Traced,1080,172,2,1,396639821
1173347968,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,585,225,315,139,420189546
1174008477,KCg-m_R,,KCg-m,Traced,805,254,5,1,371070877
1175070762,KCg-d_R,,KCg-d,Traced,646,251,10,3,369691167
1200351169,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,664,250,339,127,445817696
1200351200,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,595,234,309,140,350624191
1200670734,,,,Orphan,13,5,8,4,3352431
1200683283,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,518,220,291,132,425677562
1200687716,PAM06_a(B'2m)_L,,PAM06_a,Traced,833,327,248,110,318516629
1200687913,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,630,238,308,132,451995760
1200700424,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,642,262,323,141,454737930
1200743811,KCa'B'_L?,,,Traced,313,124,41,19,107850485
1200752926,PAM06_a(B'2m)_L,,PAM06_a,Traced,696,254,194,96,275900597
1200753147,PAM06_b(B'2m)_L,,PAM06_b,Traced,876,119,308,50,203322497
1200753289,PAM06_a(B'2m)_L,,PAM06_a,Traced,847,264,274,115,318757506
1201028519,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,623,236,392,162,434693605
1201032707,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,604,239,314,139,404305308
1202060409,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,651,262,357,153,450169171
1202462198,PAM02(B'2a)_L,,PAM02,Traced,1125,202,352,82,211284785
1202673723,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,589,244,312,146,432305951
1202737975,KCg-m_R,,KCg-m,Traced,754,271,8,3,371682997
1203066201,PAM02(B'2a)_R,,PAM02,Traced,1315,198,528,134,330545885
1203066222,PAM04_a(B2)_R,,PAM04_a,Traced,2490,381,25,1,515766690
1203066401,PAM04_a(B2)_R,,PAM04_a,Traced,2309,357,9,1,444720536
1203355349,,,,Orphan,20,1,20,1,398407
1203696415,,,,Orphan,13,1,13,1,113895
1203709763,KCa'b'-m_R,,KCa'b'-m,Traced,512,234,245,123,411264180
1204037481,,,,Orphan,28,7,28,7,3948504
1204391417,PAM13(B'1ap)_R,,PAM13,Traced,1004,243,299,141,366409907
1204547624,PAM12(y3)_L,,PAM12,Traced,828,213,2,2,296229744
1205225146,PAM12(y3)_L,,PAM12,Traced,900,201,4,1,297353925
1224137495,KCg-s3_R,,KCg-s3,Traced,1161,409,25,12,637070643
1231299343,PAM11(a1)_R,,PAM11,Traced,1895,315,25,5,659070629
1231718414,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,634,246,327,135,424896625
1231735257,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,589,204,298,102,424144752
1231744096,,,,Traced,641,75,206,21,110174320
1231778487,KCa'B'_L?,,,Traced,336,142,103,41,126618559
1231778565,KCa'B'_L?,,,Traced,242,108,47,16,95739169
1232115209,KCa'B'_L?,,,Traced,275,98,80,34,93548765
1233428010,PAM01_a(y5)_R,,PAM01_a,Traced,1101,172,10,1,371802936
1233436396,PAM06_b(B'2m)_R,,PAM06_b,Traced,924,121,409,79,240450436
1233436426,PAM03(B2B'2a)_R,,PAM03,Traced,703,144,47,16,239327987
1233436479,PAM15_b(y5B'2a)_R,,PAM15_b,Traced,1278,153,157,19,294637816
1233501275,PAM13(B'1ap)_L,,PAM13,Traced,530,212,168,87,239615319
1233505806,PAM02(B'2a)_L,,PAM02,Traced,1339,202,447,87,294286432
1234481054,PAM01_a(y5)_R,,PAM01_a,Traced,1004,155,12,2,273212378
1234571727,,,,Traced,824,98,66,6,112323335
1234731487,PAM14(B'1m)_L,,PAM14,Traced,277,117,190,97,121961389
1235750394,,,,Orphan,80,17,80,17,11137333
1236436419,,,,Orphan,11,1,11,1,252789
1255297788,FB2B_a_R,LALCREFB2_1; Tdc2 (TA)-ASM candidates,FB2B_a,Traced,2256,831,12,2,1011197699
1262403573,,,,Orphan,31,15,31,15,8765624
1262412229,KCa'B'_L?,,,Traced,279,104,78,29,85909220
1262424913,KCa'B'_L?,,,Traced,246,103,94,36,86245460
1262494423,KCa'B'_L,,,Traced,268,113,35,13,93094745
1262744824,PAM06_b(B'2m)_L,,PAM06_b,Traced,820,97,330,43,187054242
1263098627,KCa'B'_L?,,,Traced,248,108,60,27,95574960
1263115934,KCa'B'_L?,,,Traced,310,137,73,38,109303094
1263150527,KCa'B'_L?,,,Traced,243,99,71,34,106535146
1263832477,PAM03(B2B'2a)_L,,PAM03,Traced,571,107,30,10,145351462
1264186300,PAM01_a(y5)_L,,PAM01_a,Traced,900,143,10,1,240889204
1264794805,,,,Orphan,6,2,6,2,714275
1265261328,KCa'B'_L?,,,Traced,238,107,59,27,94529484
1265265561,KCa'B'_L?,,,Traced,315,128,69,29,100552842
1266478519,PAM12(y3)_L,,PAM12,Traced,577,117,9,1,216360555
1267164975,KCg-m_R,,KCg-m,Traced,793,234,8,2,251292043
1286315478,FB2B_a_L,LALCREFB2_1; Tdc2 (TA)-ASM candidates,FB2B_a,Traced,2212,893,6,3,905540252
1293451424,KCa'B'_L?,,,Traced,211,97,66,22,88610144
1293507539,KCa'B'_L?,,,Traced,183,74,41,17,78579161
1293511727,KCa'B'_L?,,,Traced,257,84,57,18,90097396
1293516024,KCa'B'_L?,,,Traced,261,110,68,30,93745473
1293524890,KCa'B'_L?,,,Traced,248,95,112,41,101623491
1293848435,KCa'B'_L,,,Traced,278,37,58,11,47542183
1293848553,KCa'B'_L?,,,Traced,245,104,81,38,93240384
1294465669,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,673,249,330,143,446959185
1294534661,,,,Traced,818,107,206,20,117489620
1295225451,PAM04_b(B2)(ADM02)_L,,PAM04_b,Traced,545,134,6,2,225739136
1295501882,PAM02(B'2a)_R,,PAM02,Traced,1283,199,588,131,317425488
1295566429,PAM02(B'2a)_L,,PAM02,Traced,1009,218,322,81,267245995
1295847315,,,,Orphan,70,13,60,13,9387919
1296291825,KCa'B'_L?,,,Traced,295,121,82,33,104421419
1297163564,,,,Orphan,5,2,5,2,119321
1297815807,PAM10(B1)_L,,PAM10,Traced,1604,427,14,4,472380184
1313496027,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,632,273,262,135,428214535
1317712712,FB2B_a_L,LALCREFB2_1; Tdc2 (TA)-ASM candidates,FB2B_a,Traced,2131,874,6,1,917030170
1324222950,KCa'B'_L?,,,Traced,278,113,75,26,86541456
1324844582,,,,Orphan,6,2,6,2,3405900
1324904932,KCa'B'_L?,,,Traced,302,137,80,46,102727730
1325845966,,,,Orphan,9,3,9,3,582605
1326264840,LNO3(LAL-NO2bilateral)_R,LNO3,LNO3,Traced,2082,502,6,5,1389645128
1327831724,KCa'b'-m_R,,KCa'b'-m,Traced,630,233,299,113,429239588
1328505485,KCab-p_R,,KCab-p,Traced,723,261,6,1,394578410
1328513713,PAM10(B1)_L,,PAM10,Traced,1522,456,28,14,513933742
1328522741,PAM10(B1)_L,,PAM10,Traced,1027,321,15,7,355086914
1357999210,APL fragment_L,,,Traced,877,104,205,23,135266925
1387259612,,,,Orphan,9,2,9,2,1210653
1387575003,KCab-p_R,,KCab-p,Traced,706,261,6,1,398985389
1387583729,PAM03(B2B'2a)_L,,PAM03,Traced,338,90,10,3,119268985
1387583807,PAM03(B2B'2a)_R,,PAM03,Traced,538,121,32,10,193662875
1388585088,KCab-p_R,,KCab-p,Traced,635,220,2,1,352744706
1418273110,KCab-p_R,,KCab-p,Traced,608,250,4,2,278789370
1418351262,PAM04_a(B2)_R,,PAM04_a,Traced,555,137,4,2,239134628
1418618235,SIFa(PDM34),,SIFa,Traced,1592,935,17,7,6190229391
1418635441,,,,Orphan,10,3,10,3,1733207
1419019956,PAM04_a(B2)_R,,PAM04_a,Traced,1655,255,14,1,383407340
1450011431,KCab-c_R,,KCab-c,Traced,328,134,1,3,211232050
1515418525,KCa'b'-m_R,,KCa'b'-m,Traced,556,205,244,95,407157814
5812979156,PAM15_b(y5B'2a)_R,,PAM15_b,Traced,1339,152,566,66,321368178
5812979168,PAM06_b(B'2m)_L,,PAM06_b,Traced,1195,248,339,66,394753648
5812979271,PAM06_a(B'2m)_R,,PAM06_a,Traced,1215,314,508,194,434263984
5812979301,KCa'B'_L?,,,Traced,296,100,82,26,115296115
5812979502,PAM01_a(y5)_L,,PAM01_a,Traced,1315,139,3,1,291541065
5812979693,KCa'B'_L?,,,Traced,375,122,65,25,107809791
5812980425,KCab-s_R,,KCab-s,Traced,601,213,1,1,254520884
5812980567,PAM09(B1ped)_R,,PAM09,Traced,1252,241,15,5,431109241
5812980746,SIP087(PDM22)_L,,SIP087,Traced,7549,3221,10,6,3325948715
5812980792,KCab-p_R,,KCab-p,Traced,667,280,13,3,374117772
5812980938,KCab-p_R,,KCab-p,Traced,693,270,4,2,399456127
5812981068,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,659,260,317,147,420573073
5812981071,KCa'b'-m_R,,KCa'b'-m,Traced,672,225,301,105,385557469
5812981072,KCa'b'-m_R,,KCa'b'-m,Traced,649,226,322,114,393185864
5812981164,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,563,245,335,160,447193387
5812981270,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,678,228,341,111,440624810
5812981274,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,566,235,260,114,383887653
5812981275,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,607,259,308,123,487373247
5812981277,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,621,239,332,130,474294817
5812981279,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,644,232,315,120,449082312
5812981290,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,580,240,305,122,451840346
5812981308,KCa'b'-m_R,,KCa'b'-m,Traced,571,190,243,76,390005539
5812981318,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,644,269,329,134,427512487
5812981320,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,629,272,320,161,446321131
5812981322,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,681,228,336,109,439255704
5812981327,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,754,256,330,140,438108998
5812981332,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,602,249,310,136,496581517
5812981333,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,698,228,339,111,449909211
5812981339,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,634,214,318,127,426256262
5812981340,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,636,258,404,186,446538834
5812981341,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,647,231,344,122,457579684
5812981348,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,618,233,346,151,441656257
5812981361,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,558,214,254,122,390359463
5812981363,KCa'B'_L,,,Traced,319,109,64,26,114946857
5812981373,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,604,226,307,119,433377539
5812981379,KCab-s_R,,KCab-s,Traced,570,236,2,1,300101280
5812981381,PPL102(y1)(PDL05)_L,,PPL102,Traced,9198,2830,2,2,3349981626
5812981399,KCa'b'-m_R,,KCa'b'-m,Traced,720,216,316,108,416667601
5812981400,KCa'b'-m_R,,KCa'b'-m,Traced,705,247,339,121,455420889
5812981401,KCa'b'-m_R,,KCa'b'-m,Traced,671,203,303,104,418827569
5812981553,KCa'b'-m_R,,KCa'b'-m,Traced,647,237,310,125,409831606
5812981563,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,661,224,356,130,453767469
5812981564,KCa'b'-m_R,,KCa'b'-m,Traced,642,232,329,122,391061782
5812981569,KCa'b'-m_R,,KCa'b'-m,Traced,617,240,322,120,412855226
5812981570,KCa'b'-m_R,,KCa'b'-m,Traced,642,249,312,128,449506766
5812981578,KCa'b'-m_R,,KCa'b'-m,Traced,620,237,281,98,399710677
5812981581,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,645,213,313,101,458081929
5812981582,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,688,233,329,117,413897094
5812981586,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,598,237,322,136,424512481
5812981590,KCa'b'-m_R,,KCa'b'-m,Traced,622,196,313,82,404873540
5812981602,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,621,231,303,122,417470359
5812981641,PAM08_d(y4)_L,,PAM08_d,Traced,1423,333,57,21,253723732
5812981643,KCab-p_R,,KCab-p,Traced,682,252,8,3,374726947
5812981680,KCab-p_R,,KCab-p,Traced,734,281,2,1,282267054
5812981689,KCa'b'-m_R,,KCa'b'-m,Traced,744,219,396,101,328939713
5812981796,KCa'b'-m_R,,KCa'b'-m,Traced,665,226,316,112,478708280
5812981797,KCa'b'-m_R,,KCa'b'-m,Traced,763,234,327,115,415406453
5812981800,KCa'b'-m_R,,KCa'b'-m,Traced,651,249,313,147,399866760
5812981816,KCa'b'-m_R,,KCa'b'-m,Traced,620,214,321,107,402147766
5812981858,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,651,261,323,158,481499224
5812981924,KCg-m_R,,KCg-m,Traced,756,254,1,1,345875249
5812981960,KCa'b'-m_R,,KCa'b'-m,Traced,721,226,299,106,331043517
5812981961,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,637,239,270,119,464186591
5812981978,KCa'b'-m_R,,KCa'b'-m,Traced,574,237,240,124,405213419
5812982086,KCa'b'-m_R,,KCa'b'-m,Traced,649,253,294,140,425938168
5812982087,KCa'b'-m_R,,KCa'b'-m,Traced,572,208,320,111,414845645
5812982088,KCa'b'-m_R,,KCa'b'-m,Traced,684,234,294,103,399100731
5812982091,PAM06_b(B'2m)_R,,PAM06_b,Traced,1127,140,623,88,266987071
5812982118,PAM06_a(B'2m)_R,,PAM06_a,Traced,1274,334,457,211,428564958
5812982120,PAM05(B'2p)_R,,PAM05,Traced,794,237,253,121,311663944
5812982145,KCa'b'-m_R,,KCa'b'-m,Traced,720,245,326,126,417445903
5812982149,KCa'b'-m_R,,KCa'b'-m,Traced,707,234,279,111,412946042
5812982329,KCa'b'-m_R,,KCa'b'-m,Traced,677,234,295,114,365482537
5812982350,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,555,210,329,121,408201604
5812982397,KCa'b'-m_R,,KCa'b'-m,Traced,603,223,306,123,419710605
5812982429,KCa'b'-m_R,,KCa'b'-m,Traced,682,214,325,105,423231483
5812982436,KCg-m_R,,KCg-m,Traced,779,249,8,5,354659380
5812982442,KCg-m_R,,KCg-m,Traced,828,258,6,1,382934901
5812982514,KCab-s_R,,KCab-s,Traced,589,237,1,1,363758686
5812982579,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,492,173,322,125,410959307
5812982692,KCa'b'-m_R,,KCa'b'-m,Traced,591,226,286,114,295847214
5812982694,KCa'b'-m_R,,KCa'b'-m,Traced,684,207,347,101,430418695
5812982706,KCa'b'-m_R,,KCa'b'-m,Traced,672,231,315,119,418473741
5812982725,KCa'b'-m_R,,KCa'b'-m,Traced,635,230,338,120,409899062
5812982727,PAM02(B'2a)_L,,PAM02,Traced,1214,193,405,90,214337914
5812982779,PAM01_b(y5)_R,,PAM01_b,Traced,1442,163,321,27,343660367
5812982780,KCab-p_R,,KCab-p,Traced,700,235,4,1,384605451
5812982782,KCab-p_R,,KCab-p,Traced,677,228,14,4,389662255
5812982823,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,568,212,316,126,396676348
5812982832,KCg-m_R,,KCg-m,Traced,727,231,1,1,351930359
5812982925,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,694,292,362,150,491654910
5812983009,KCg-m_R,,KCg-m,Traced,757,230,2,1,354509134
5812983112,KCa'b'-m_R,,KCa'b'-m,Traced,647,251,338,150,411342672
5812983174,KCa'b'-m_R,,KCa'b'-m,Traced,681,235,306,114,386511183
5812983399,PAM05(B'2p)_L,,PAM05,Traced,1338,327,268,105,358512014
5812983418,PAM04_a(B2)_L,,PAM04_a,Traced,712,153,6,1,200836501
5812983451,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,634,262,300,124,436809854
5812983533,PAM11(a1)_R,,PAM11,Traced,1022,216,18,8,502377982
5812983544,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,675,237,335,128,426100093
5812983569,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,559,251,305,138,392759583
5812983571,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,579,248,310,151,294590390
5812983645,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,651,257,395,153,449532868
5812983646,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,595,256,353,176,453811862
5812983866,KCa'b'-m_R,,KCa'b'-m,Traced,596,208,301,115,415440030
5812983869,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,606,213,256,79,436690709
5812983871,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,603,209,320,111,408605251
5812983898,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,585,191,304,105,420362398
5812983899,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,641,216,331,106,347569779
5812983903,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,554,225,308,110,444087728
5812984045,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,679,240,319,119,439989491
5812987762,KCg-m_R,,KCg-m,Traced,705,198,2,1,325691310
5812989588,PAM03(B2B'2a)_R,,PAM03,Traced,373,91,76,29,151824685
5812996052,,,,Traced,609,368,5,9,688274394
5813010617,KCab-p_R,,KCab-p,Traced,675,277,19,4,391055197
5813020041,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,613,209,325,122,434014408
5813020046,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,666,246,325,125,437866399
5813020047,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,607,259,305,138,437076621
5813020052,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,579,223,321,112,437468051
5813020057,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,658,256,285,133,441233004
5813020061,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,656,278,356,169,472995790
5813020132,KCg-m_R,,KCg-m,Traced,778,236,5,1,345391815
5813020271,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,710,232,318,122,452528827
5813020988,LHMB1_R,,LHMB1,Traced,6859,1312,38,14,2286240275
5813020996,SMP384(PDM09)_L,,SMP384,Traced,4802,2862,3,2,2685199565
5813021033,KCab-p_R,,KCab-p,Traced,804,252,12,3,410859481
5813021046,CRE102_R,Sm-C,CRE102,Traced,4657,666,3,15,1476031794
5813021174,KCa'b'-m_R,,KCa'b'-m,Traced,605,262,277,136,441153613
5813021261,PAM11(a1)_L,,PAM11,Traced,395,160,20,6,248528210
5813021642,KCa'b'-m_R,,KCa'b'-m,Traced,665,211,288,93,373756130
5813021645,KCa'b'-m_R,,KCa'b'-m,Traced,672,235,308,127,394108433
5813021659,KCg-m_R,,KCg-m,Traced,772,220,2,1,353080116
5813021736,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,605,219,290,112,454869357
5813021748,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,644,195,326,99,447453187
5813021766,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,649,240,323,127,394506432
5813021772,KCa'b'-m_R,,KCa'b'-m,Traced,712,230,346,120,411808930
5813021778,KCa'b'-m_R,,KCa'b'-m,Traced,597,227,305,104,437684352
5813021779,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,700,263,367,145,457074069
5813021781,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,662,259,318,131,419729763
