id,instance,notes,type,status,inputs (#post),outputs (#pre),gL(R) #post,gL(R) #pre,#voxels
5813022267,KCg-d_R,,KCg-d,Traced,515,190,381,161,308125715
5813022352,KCg-m_R,,KCg-m,Traced,701,217,403,161,343051549
5813022404,PAM01_b(y5)_L,,PAM01_b,Traced,583,140,108,28,221751123
5813022419,CRE038_R,,CRE038,Traced,275,132,19,3,360831607
5813022424,PPL103(y2a'1)_R,,PPL103,Traced,15227,3375,5741,2062,5444071374
5813022896,MBON21(y4y5)_R,,MBON21,Traced,12515,1168,10458,28,3288021127
5813026661,SMP079_R,,SMP079,Traced,4165,685,7,3,1953462272
5813027400,KCg-m_R,,KCg-m,Traced,792,234,507,192,269351884
5813027460,KCg-m_R,,KCg-m,Traced,734,198,434,158,363641971
5813027518,PAM15_b(y5B'2a)_L,,PAM15_b,Traced,1273,158,202,33,240799955
5813027592,SMP376_R,C-Sm,SMP376,Traced,6160,927,143,1,2619111860
5813027704,KCg-m_R,,KCg-m,Traced,706,206,465,180,327190268
5813032541,KCg-m_R,,KCg-m,Traced,776,260,490,225,262463514
5813032552,KCg-m_R,,KCg-m,Traced,581,203,369,168,306459543
5813032554,KCg-d_R,,KCg-d,Traced,490,169,352,150,304505911
5813032771,KCg-s2(super)_R,,KCg-s2,Traced,1845,589,1010,471,975624467
5813032782,KCg-m_R,,KCg-m,Traced,777,232,456,191,292927462
5813032811,KCa'b'-m_R,,KCa'b'-m,Traced,616,210,5,3,388570181
5813032847,SMP053_R,,SMP053,Traced,3320,522,24,2,1419279427
5813032874,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,585,223,6,3,455255692
5813032876,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,656,232,8,5,519684879
5813032887,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,598,197,26,14,419825635
5813032896,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,689,216,12,8,404784077
5813032900,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,692,249,10,6,435011106
5813032943,KCab-p_R,,KCab-p,Traced,734,252,3,6,339903729
5813032967,KCg-m_R,,KCg-m,Traced,717,225,459,189,378642089
5813032997,PAM02(B'2a)_L,,PAM02,Traced,1282,155,45,11,281021176
5813033000,MBON34(y2)_R,,MBON34,Traced,604,202,13,1,485802384
5813033012,KCg-m_R,,KCg-m,Traced,773,244,448,200,369867672
5813033033,CRE031_L,,CRE031,Traced,1260,220,131,3,766024070
5813033059,KCg-m_R,,KCg-m,Traced,761,244,486,198,362146645
5813033065,KCg-m_R,,KCg-m,Traced,821,261,483,210,376532295
5813033086,KCg-d_R,,KCg-d,Traced,586,214,388,187,313071445
5813033125,KCg-d_R,,KCg-d,Traced,489,182,355,155,195432514
5813033144,KCg-m_R,,KCg-m,Traced,780,234,513,199,368067064
5813033208,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,704,219,13,7,435229410
5813033215,PAM01_a(y5)_L,,PAM01_a,Traced,1079,170,51,15,288587422
5813033226,KCg-m_R,,KCg-m,Traced,772,210,462,173,340972646
5813035267,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,644,259,7,8,511057661
5813035612,KCg-m_R,,KCg-m,Traced,859,273,540,224,395394691
5813035613,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,568,252,25,15,463866310
5813035700,KCg-d_R,,KCg-d,Traced,640,269,519,251,391165941
5813040171,KCg-m_R,,KCg-m,Traced,841,246,473,197,396899648
5813040205,MBON30(y1y2y3)(AVM07)_L,,MBON30,Traced,5829,1215,162,27,1631233720
5813040941,PAM02(B'2a)_L,,PAM02,Traced,1132,136,54,7,231301005
5813041206,KCg-m_R,,KCg-m,Traced,789,223,471,173,350151416
5813042659,MBON22(calyx)_R,,MBON22,Traced,14118,810,37,4,3046434158
5813047220,KCa'b'-m_R,,KCa'b'-m,Traced,683,245,6,4,427955175
5813047662,KCg-m_R,,KCg-m,Traced,764,261,488,205,364278076
5813047790,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,580,209,10,5,431318660
5813049834,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,516,228,19,6,420504766
5813050765,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,702,265,11,4,452964728
5813052909,MBON29(y4y5)(PVL06)_L,,MBON29,Traced,5270,755,1230,24,1673885779
5813053821,KCg-m_R,,KCg-m,Traced,841,241,491,197,343665320
5813053878,KCg-m_R,,KCg-m,Traced,880,260,530,228,361782659
5813053885,KCg-m_R,,KCg-m,Traced,967,288,609,247,375453405
5813053886,KCg-m_R,,KCg-m,Traced,861,289,493,244,380626853
5813053888,KCg-m_R,,KCg-m,Traced,805,268,513,221,371519401
5813053935,KCg-m_R,,KCg-m,Traced,663,232,398,175,339227131
5813053937,KCg-m_R,,KCg-m,Traced,825,249,517,208,344401887
5813054085,KCg-m_R,,KCg-m,Traced,752,257,471,218,325587997
5813054086,KCg-m_R,,KCg-m,Traced,719,236,423,184,325952494
5813055913,FB1C(NO1/NO3)_R,LALNOmFB1,FB1C,Traced,2965,1290,16,1,1798572771
5813055923,KCg-m_R,,KCg-m,Traced,838,248,502,213,373365957
5813055924,KCg-m_R,,KCg-m,Traced,729,234,428,182,356526480
5813055949,SMP175_R,,SMP175,Traced,5020,938,18,4,2584249964
5813056101,SMP381_R,,SMP381,Traced,664,294,3,1,701051867
5813056120,KCg-m_R,,KCg-m,Traced,751,211,499,188,344670973
5813056121,KCg-m_R,,KCg-m,Traced,702,217,404,181,323488902
5813056183,KCg-d_R,,KCg-d,Traced,600,223,418,186,360853469
5813056299,KCa'b'-m_R,,KCa'b'-m,Traced,714,228,1,1,424133459
5813056300,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,692,271,10,7,436927867
5813056309,KCg-m_R,,KCg-m,Traced,825,283,523,218,395923682
5813056311,KCg-m_R,,KCg-m,Traced,820,270,519,231,370770772
5813056313,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,653,200,9,1,403944266
5813056383,KCg-m_R,,KCg-m,Traced,685,236,417,183,237694740
5813056414,KCg-m_R,,KCg-m,Traced,673,211,415,159,349509259
5813057191,KCg-m_R,,KCg-m,Traced,787,226,439,177,256527962
5813057210,KCg-m_R,,KCg-m,Traced,848,239,519,190,360010861
5813057239,KCa'b'-m_R,,KCa'b'-m,Traced,724,228,17,6,405376444
5813057461,AVLP563(PVL15)_L,,AVLP563,Traced,1138,890,16,1,1021556858
5813057468,KCg-m_R,,KCg-m,Traced,800,242,496,208,339617795
5813057867,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,587,246,5,3,399817341
5813057869,KCg-m_R,,KCg-m,Traced,799,256,500,221,356296283
5813057942,KCa'b'-m_R,,KCa'b'-m,Traced,759,278,7,3,450117799
5813057947,PAM08_a(y4)_L,,PAM08_a,Traced,452,127,63,32,143579591
5813057956,KCg-m_R,,KCg-m,Traced,772,230,455,180,356908730
5813057959,KCg-d_R,,KCg-d,Traced,512,187,336,158,333362338
5813058048,MBON29(y4y5)_R,,MBON29,Traced,8512,761,6392,21,2345461437
5813058050,PPL102(y1)_R,,PPL102,Traced,8002,2059,23,4,3343482793
5813058215,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,642,248,6,6,430406202
5813058319,CRE012_R,,CRE012,Traced,4120,938,17,1,2243348099
5813059951,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,579,240,13,7,422392882
5813060643,KCab-p_R,,KCab-p,Traced,681,264,2,2,369871738
5813060663,KCg-m_R,,KCg-m,Traced,687,206,426,166,376076661
5813060798,KCg-m_R,,KCg-m,Traced,683,212,455,177,323936634
5813060799,KCg-m_R,,KCg-m,Traced,784,234,500,200,339865161
5813060811,KCg-m_R,,KCg-m,Traced,714,204,399,156,325609472
5813060812,KCg-m_R,,KCg-m,Traced,711,201,422,153,341664486
5813060817,PAM12(y3)_L,,PAM12,Traced,768,170,192,66,308095871
5813061114,ATL037_R,,ATL037,Traced,3542,1069,6,1,2177660654
5813061212,PAM08_e(y4)_L,,PAM08_e,Traced,585,153,97,32,243974277
5813061260,OA-VPM3(NO2/NO3)_L,,OA-VPM3,Traced,5122,4069,84,55,3486100136
5813061560,PAM08_a(y4)_L,,PAM08_a,Traced,555,166,64,28,234715149
5813061597,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,640,250,8,8,475789178
5813061888,KCg-d_R,,KCg-d,Traced,521,192,349,150,204339617
5813062565,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,590,257,8,5,425676562
5813062617,KCg-m_R,,KCg-m,Traced,804,261,475,220,407253275
5813062631,KCg-m_R,,KCg-m,Traced,758,263,450,220,374158925
5813062637,KCg-m_R,,KCg-m,Traced,796,258,460,217,378340500
5813062645,KCg-m_R,,KCg-m,Traced,725,216,435,171,344657276
5813062850,KCab-s_R,,KCab-s,Traced,547,228,2,1,346545830
5813062858,FB1H(NO2/3)_R,CRENO23FB1-4,FB1H,Traced,9598,3733,55,1,3621432113
5813062862,KCg-m_R,,KCg-m,Traced,738,194,415,150,350295983
5813063137,SMP577(PVL06)_L,,SMP577,Traced,1468,778,28,3,1253278210
5813063224,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,611,232,14,5,445344768
5813063527,KCa'b'-m_R,,KCa'b'-m,Traced,634,267,12,8,436486264
5813064427,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,652,297,20,13,430438345
5813064793,KCg-m_R,,KCg-m,Traced,783,223,429,179,368270221
5813067765,KCg-m_R,,KCg-m,Traced,867,236,522,186,383607432
5813067792,KCg-m_R,,KCg-m,Traced,650,210,386,184,309353188
5813067793,KCg-m_R,,KCg-m,Traced,652,202,417,181,297211611
5813067795,KCg-m_R,,KCg-m,Traced,674,218,399,190,338550993
5813067817,KCg-m_R,,KCg-m,Traced,740,242,444,184,335750143
5813067826,KCg-d_R,,KCg-d,Traced,869,324,570,268,380946615
5813067833,KCg-m_R,,KCg-m,Traced,725,200,418,166,232598066
5813068692,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,682,233,1,1,431484345
5813068769,CRE004_R,,CRE004,Traced,4808,1432,53,1,4486456977
5813068969,KCg-m_R,,KCg-m,Traced,672,220,430,184,305021904
5813068984,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,583,252,25,18,437165853
5813069096,KCg-m_R,,KCg-m,Traced,814,202,493,154,381720579
5813069385,KCa'b'-m_R,,KCa'b'-m,Traced,605,229,10,5,364741205
5813069792,KCg-m_R,,KCg-m,Traced,647,183,390,154,328684224
5813069977,PAM08_c(y4)_L,,PAM08_c,Traced,1536,294,368,72,332652814
5813070270,KCg-d_R,,KCg-d,Traced,505,217,377,194,323198960
5813070581,KCg-m_R,,KCg-m,Traced,763,244,483,198,352307064
5813070672,KCg-m_R,,KCg-m,Traced,719,237,456,194,398858277
5813070991,CRE025_R,,CRE025,Traced,2232,514,11,1,1637421043
5813075855,KCg-m_R,,KCg-m,Traced,852,252,463,208,359189195
5813077572,KCg-m_R,,KCg-m,Traced,686,195,434,155,239610356
5813077575,KCg-d_R,,KCg-d,Traced,625,242,470,205,361698810
5813077583,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,661,230,11,8,453604666
5813077607,KCg-d_R,,KCg-d,Traced,466,175,356,155,271415974
5813077610,KCg-m_R,,KCg-m,Traced,799,254,510,216,376583581
5813077611,KCg-m_R,,KCg-m,Traced,759,214,485,181,331559274
5813077613,KCg-m_R,,KCg-m,Traced,810,228,462,180,383928103
5813078053,KCab-s_R,,KCab-s,Traced,691,238,2,2,268635703
5813078179,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,628,267,8,13,438465584
5813078323,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,509,224,8,7,472655195
5813078641,PLP162_R,,PLP162,Traced,1080,417,14,3,1009190514
5813078679,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,697,252,30,15,446899629
5813078684,KCg-d_R,,KCg-d,Traced,469,173,333,150,302430862
5813079004,(MBDLaxon1),,,Traced,150,179,10,4,153603289
5813079050,KCg-m_R,,KCg-m,Traced,688,239,460,196,334513328
5813079192,LAL185_R,pIP11 candidates,LAL185,Traced,1799,639,20,2,1111782721
5813079489,KCg-m_R,,KCg-m,Traced,717,210,468,176,286084800
5813080766,KCg-m_R,,KCg-m,Traced,853,271,528,225,275053843
5813081174,KCg-m_R,,KCg-m,Traced,661,209,392,175,306528088
5813081175,KCg-d_R,,KCg-d,Traced,628,215,466,194,353488006
5813081176,KCg-d_R,,KCg-d,Traced,578,211,420,189,345091934
5813082175,PAM12(y3)_L,,PAM12,Traced,694,134,101,24,167259973
5813083651,KCg-d_R,,KCg-d,Traced,547,216,342,142,353327717
5813083779,CRE022_R,,CRE022,Traced,8464,1155,370,3,2658194530
5813083990,KCg-m_R,,KCg-m,Traced,758,228,460,190,242438851
5813084505,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,463,222,1,1,360084803
5813084692,KCg-m_R,,KCg-m,Traced,825,283,444,207,387026360
5813087798,KCg-m_R,,KCg-m,Traced,853,265,518,224,345684609
5813087817,PAM12(y3)_R,,PAM12,Traced,1444,227,361,104,444049069
5813090997,KCg-d_R,,KCg-d,Traced,522,198,371,155,306605759
5813091021,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,574,258,20,15,416182724
5813093014,KCg-m_R,,KCg-m,Traced,728,197,414,162,323934936
5813093847,KCg-d_R,,KCg-d,Traced,521,206,364,178,334767680
5813094364,KCg-m_R,,KCg-m,Traced,536,187,329,134,339305826
5813094743,KCg-m_R,,KCg-m,Traced,640,216,408,182,301516330
5813095523,KCg-m_R,,KCg-m,Traced,805,247,505,205,343640807
5813095915,KCg-m_R,,KCg-m,Traced,863,238,532,196,356456320
5813096260,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,561,238,11,6,434717676
5813096528,KCg-d_R,,KCg-d,Traced,574,194,453,175,301742695
5813096699,PAM15_a(y5B'2a)_R,,PAM15_a,Traced,1305,188,463,82,309670626
5813098776,PAM02(B'2a)_R,,PAM02,Traced,1545,215,34,5,340231907
5813099399,KCg-m_R,,KCg-m,Traced,781,255,477,203,417771161
5813100896,PAM12(y3)_R,,PAM12,Traced,1041,202,314,113,354860104
5813101387,KCg-m_R,,KCg-m,Traced,616,208,381,168,363528759
5813102642,KCg-m_R,,KCg-m,Traced,779,241,491,207,352359690
5813104095,KCg-m_R,,KCg-m,Traced,734,230,441,197,340722134
5813104096,KCg-m_R,,KCg-m,Traced,793,251,469,209,248289962
5813105172,DPM_R,,DPM,Traced,77269,17628,24376,5774,15191654896
5813105778,LAL100(AVM14)_L,,LAL100,Traced,971,815,25,4,799850664
5813109941,PAM07(y4<y1y2)_R,,PAM07,Traced,1075,183,768,139,357750093
5813110459,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,606,264,27,22,432471519
5813110639,KCg-m_R,,KCg-m,Traced,734,225,466,199,350925855
5813111042,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,501,225,5,6,388725384
5813112511,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,592,268,5,7,434542432
5813117385,MBON27(y5d)_R,,MBON27,Traced,8021,668,4012,8,1674077310
5813124740,PAM07(y4<y1y2)_L,,PAM07,Traced,604,120,118,31,270313769
5813126042,,,,Traced,165,108,11,1,97518482
5813128649,,,,Assign,1,2,1,2,20081
5813134052,SMP116_L,,SMP116,Traced,4496,712,39,4,2112469689
5813134055,CRE065_R,,CRE065,Traced,280,155,17,6,365285459
5901193485,KCg-m_R,,KCg-m,Traced,728,218,414,173,342978889
5901193671,CRE080_R,pMP6b candidates,CRE080,Traced,1561,277,121,4,1200274635
5901196925,KCg-d_R,,KCg-d,Traced,577,184,413,163,322565913
5901197726,KCg-m_R,,KCg-m,Traced,672,233,422,200,347815268
5901198074,KCg-m_R,,KCg-m,Traced,815,248,461,203,373783251
5901201447,,,,Assign,2,2,2,2,44746
5901202102,KCg-m_R,,KCg-m,Traced,671,200,421,162,291190208
5901204896,,,,Assign,1,2,1,2,273509
5901213440,CRE011_R,,CRE011,Traced,19674,2149,193,8,5844952800
5901219083,,,,Orphan,20,1,20,1,1937467
5901225361,KCg-m_R,,KCg-m,Traced,757,235,455,183,318598209
7112613228,,,,Assign,7,2,7,2,2101619
7112624728,,,,Assign,10,6,10,6,1957115
7112625255,,,,Assign,29,8,29,8,4906221
7112626196,,,,Assign,163,25,162,25,33343242
