id,instance,notes,type,status,inputs (#post),outputs (#pre),LAL(L) #post,LAL(L) #pre,#voxels
5813130063,SIP081(PDM13)_L,,SIP081,Traced,557,176,51,9,516169030
5813130428,,,,Traced,20,30,11,21,18060220
5813132515,SMP051_R,,SMP051,Traced,4040,670,3,4,1869917536
5813133444,,,,Traced,541,425,13,7,362433036
5901197571,,,,Traced,87,9,84,9,24637687
5901198903,,,,Traced,123,15,120,12,33140564
5901201676,LAL005_R,,LAL005,Traced,383,120,58,68,360821541
5901206940,,,,Traced,3,18,3,18,11063545
5901207448,,,,Traced,64,3,26,1,16695098
5901208668,,,,Traced,31,20,12,11,18380627
5901208669,,,,Traced,18,19,17,13,16562782
5901210362,,,,Traced,11,18,4,6,19021292
5901210548,,,,Orphan,7,7,7,7,5146754
5901213440,CRE011_R,,CRE011,Traced,19674,2149,35,85,5844952800
5901213819,CRE080(PDM13)_L,pMP6b candidates,CRE080,Traced,781,190,34,11,935072554
5901221584,LAL137_R,VeLC-(LC)(c)Sm(b),LAL137,Traced,4244,1427,68,164,2323051347
5901225320,,,,Traced,105,34,42,11,35137656
5901226740,,,,Traced,14,14,5,4,7659815
5901227512,,,,Traced,152,462,2,7,424583672
5901232064,,,,Traced,66,24,61,18,32017973
5901232546,,,,Traced,377,96,21,7,120274792
6400000278,,,,Traced,53,6,24,1,10960869
7112622044,LAL137(PVL05)_L,VeLC-(LC)(c)Sm(b),LAL137,Traced,2087,1376,709,96,1529252938
7112625098,,,,Assign,37,63,1,1,35596206
