id,instance,notes,type,status,inputs (#post),outputs (#pre),LAL(L) #post,LAL(L) #pre,#voxels
1449412242,,,,Traced,90,30,76,26,36154601
1449415874,,,,Traced,52,6,47,5,22047491
1449415958,,,,Traced,108,140,71,98,129506359
1449424930,,,,Traced,3,29,2,21,13452444
1449425960,,,,Traced,2,8,2,8,5357840
1449429036,,,,Traced,13,28,12,25,26207909
1449752935,,,,Traced,107,1,98,1,67519354
1449753270,,,,Traced,36,6,35,6,13244544
1449753419,,,,Traced,32,44,28,37,34826426
1449766365,,,,Traced,14,12,5,4,8586108
1449767243,,,,Traced,211,45,134,38,84557127
1449770841,,,,Traced,29,1,21,1,6609184
1449770852,,,,Traced,35,68,34,64,51927478
1450016008,AVLP562(PVL15)_L,,AVLP562,Traced,1058,1169,52,104,1538240069
1450099670,,,,Traced,24,15,3,2,17411849
1450102748,,,,Traced,15,12,2,1,8282594
1450111381,,,,Traced,4,15,1,1,9739479
1450404462,,,,Traced,117,56,2,1,26555235
1450452869,,,,Traced,18,18,9,5,9198497
1450452951,,,,Traced,8,2,2,1,3035508
1450453123,,,,Traced,3,23,1,7,15741948
1450745434,,,,Traced,92,52,1,1,24055709
1450750073,,,,Traced,81,36,1,1,18036735
1450767217,,,,Traced,134,61,2,2,35173393
1453176009,,,,Traced,2400,56,512,12,1032341298
1453828460,,,,Traced,19,28,7,15,22527180
1465630554,LAL161_R,CL-L(c)1,LAL161,Traced,2216,269,87,62,911168646
1466999032,IB083_R,,IB083,Traced,364,132,106,107,362501394
1467344475,PS087_R,,PS087,Traced,112,28,5,8,247815085
1467685423,LAL179_R,,LAL179,Traced,104,60,27,60,300564980
1467689768,PS087_R,,PS087,Traced,47,23,2,4,203099744
1467689770,PS087_R,,PS087,Traced,57,23,2,3,113139865
1467694079,(AVM09)_L,,,Traced,86,57,5,2,174949221
1467966209,LAL157_R,,LAL157,Traced,1440,195,75,166,1326547190
1468030780,(AVM09)_L,,,Traced,79,55,3,2,135623912
1468030788,PS087_R,,PS087,Traced,46,16,1,4,214424726
1468030790,PS087_R,,PS087,Traced,59,8,1,3,188226678
1468863702,LAL097_R,,LAL097,Traced,66,34,7,11,207614334
1469403612,LAL172_R,,LAL172,Traced,1474,91,12,10,734889874
1469757599,IB084_R,,IB084,Traced,349,124,187,115,323291962
1478417729,,,,Traced,190,402,121,223,289263897
1479091702,,,,Traced,1,5,1,5,4838918
1479096201,,,,Traced,9,2,9,2,3667587
1479099705,,,,Traced,113,180,16,34,162618294
1479423162,,,,Traced,22,1,8,1,10270258
1479428099,,,,Traced,183,176,183,176,109915777
1479428567,,,,Traced,36,61,36,61,46683608
1479432096,,,,Traced,6,14,6,14,6982491
1479432722,,,,Traced,8,11,8,11,4857434
1479433339,,,,Orphan,21,1,21,1,1858077
1479436834,,,,Traced,2,29,2,29,19631416
1479437257,,,,Traced,6,19,6,19,12835297
1479623035,LAL090_R,L-Lic(c),LAL090,Traced,905,100,57,77,396567968
1479626494,LAL120_R,,LAL120,Traced,7397,243,68,207,2086476166
1479756371,,,,Orphan,8,4,8,4,4041121
1479764681,,,,Traced,54,56,27,40,29706392
1479764976,,,,Traced,4,24,4,24,10331240
1479773493,,,,Traced,10,4,10,4,5579982
1479774404,,,,Traced,12,2,12,2,5258316
1479778432,,,,Traced,4,10,4,10,5273753
1480101733,,,,Traced,15,3,15,3,16046035
1480106217,,,,Traced,6,22,6,22,9253551
1480106471,,,,Traced,260,41,258,41,46500742
1480110229,,,,Traced,4,4,4,4,2409170
1480115379,,,,Traced,4,14,4,14,10982061
1480115395,,,,Traced,32,20,32,20,17232266
1480115594,,,,Traced,4,3,4,3,2233309
1480119285,,,,Traced,1,5,1,5,4621567
1480226188,,,,Traced,170,309,3,2,259738203
1480308804,,,,Traced,159,145,47,56,153338259
1480437809,,,,Traced,229,159,133,80,138556834
1480441941,,,,Traced,102,205,102,201,245371775
1480446818,,,,Traced,26,10,26,9,9830395
1480450776,,,,Traced,23,7,22,7,14689031
1480451341,,,,Traced,18,32,18,32,15108507
1480452227,,,,Traced,177,318,82,170,209171483
1480456025,,,,Traced,4,27,4,27,11569838
1480460537,,,,Traced,18,10,18,10,9841469
1480464491,,,,Traced,19,21,19,21,17338748
1480653743,LAL121_R,CL-L(c)2,LAL121,Traced,4279,650,147,627,1732689236
1480744111,,,,Traced,128,65,1,1,29394987
1480783069,,,,Traced,267,154,160,112,120424492
1480783818,,,,Traced,49,92,44,82,63740694
1480788315,,,,Traced,99,12,71,8,58567192
1480796671,,,,Traced,8,4,2,1,4529226
1480801150,,,,Traced,2,10,2,7,6842119
1480801566,,,,Traced,8,13,8,13,8686715
1480801822,,,,Traced,12,10,10,10,13380971
1480982992,,,,Traced,164,163,50,56,143628769
1481132983,,,,Traced,302,186,182,114,211820868
1481146076,,,,Traced,1,5,1,1,2238701
1481336455,(AVM09)_L,,,Traced,210,63,134,1,148722586
1481479419,,,,Traced,46,86,42,75,68924780
1481483915,,,,Traced,4,2,3,2,612381
1481484033,,,,Traced,5,4,5,3,1867154
1481487729,,,,Traced,7,6,4,2,6137355
1481802049,,,,Traced,100,48,1,1,24697152
1481825033,,,,Traced,33,19,15,4,13747799
1481827768,,,,Traced,4,3,1,1,3703876
1481828252,,,,Traced,10,2,3,2,2085336
1481828387,,,,Traced,8,10,4,4,5029568
1482169859,,,,Traced,88,114,52,58,60217402
1483679759,AOTU039_R,,AOTU039,Traced,207,65,27,65,284517891
1484858743,,,,Traced,251,532,108,358,372546530
1486123650,LAL164(PVM03)_L,VeL-CLVe(c)1,LAL164,Traced,648,529,334,120,606608242
1496656782,IB081_R,,IB081,Traced,595,44,2,4,379282470
1498374987,LAL090(AVM09)_L,L-Lic(c),LAL090,Traced,103,116,59,1,197256325
1498379078,(AVM09)_L,,,Traced,114,81,1,1,188298976
1499065406,(AVM09)_L,,,Traced,95,103,24,1,177706345
1500429718,LAL164_R,VeL-CLVe(c)1,LAL164,Traced,1610,304,47,68,769872799
1501111926,PVLP142_R,,PVLP142,Traced,1123,295,7,1,794481581
1504207129,LAL199_R,,LAL199,Traced,458,471,32,46,987660334
1508614991,WED004_R,,WED004,Traced,127,70,1,7,327432925
1509452309,,,,Traced,57,49,57,49,75215675
1509780541,,,,Traced,349,408,318,359,265265815
1509793665,,,,Traced,103,120,98,109,112585421
1509966560,,,,Traced,323,126,188,12,250929608
1509966789,,,,Traced,163,146,44,47,126243714
1510104208,,,,Traced,174,836,152,723,808535985
1510121411,,,,Traced,72,11,72,11,22400213
1510126357,,,,Traced,52,5,50,5,22543572
1510130222,,,,Traced,2,7,2,7,5504126
1510130345,,,,Traced,13,1,13,1,2681018
1510130413,,,,Traced,4,6,4,6,5384911
1510130792,,,,Traced,3,6,3,6,2809727
1510130908,,,,Traced,49,5,49,5,16172918
1510134588,,,,Traced,22,22,22,22,17186722
1510134957,,,,Traced,7,6,7,6,1889615
1510302921,LAL095_R,,LAL095,Traced,243,30,48,28,245238221
1510308047,LAL088_R,,LAL088,Traced,882,113,119,84,412076725
1510308226,LAL091_R,,LAL091,Traced,613,81,76,72,264174551
1510311956,LAL121(AVM20)_L,CL-L(c)2,LAL121,Traced,1520,823,1299,2,1310371886
1510312061,LAL090_R,L-Lic(c),LAL090,Traced,636,58,65,50,320427790
1510315982,LAL196(PVM09)_L,,LAL196,Traced,615,317,120,19,392748514
1510316567,LAL090_R,L-Lic(c),LAL090,Traced,689,62,20,56,362907232
1510458185,,,,Traced,16,9,16,9,7517165
1510459473,,,,Assign,5,2,5,2,901290
1510463269,,,,Traced,1172,3,984,3,347435209
1510466973,,,,Traced,5,4,5,4,2994478
1510471370,,,,Traced,5,4,5,4,2291704
1510472263,,,,Traced,6,7,6,7,3601649
1510472721,,,,Traced,8,5,8,5,4037172
1510472858,,,,Traced,3,3,3,3,2835210
1510476195,,,,Traced,6,5,6,5,3452032
1510476208,,,,Traced,5,2,5,2,1162269
1510476515,,,,Traced,4,3,4,3,2855878
1510476619,,,,Traced,1,5,1,5,3314798
1510648834,LAL124(AVM20)_L,L-L(c)2,LAL124,Traced,1777,1605,127,9,1158599186
1510653932,LAL196(PVM09)_L,,LAL196,Traced,775,294,242,1,425712903
1510653964,LAL093_R,,LAL093,Traced,358,64,26,60,263791284
1510662269,LAL090_R,L-Lic(c),LAL090,Traced,912,87,86,65,389230945
1510666460,LAL091_R,,LAL091,Traced,442,68,81,65,242101746
1510791229,,,,Traced,71,78,62,77,56704780
1510800692,,,,Traced,170,26,139,20,54928960
1510804130,,,,Traced,37,8,37,8,11547830
1510804627,,,,Traced,57,104,56,100,77450781
1510809262,,,,Traced,5,4,5,4,4663277
1510809350,,,,Traced,1858,210,1857,210,468845535
1510812301,,,,Traced,3,10,3,10,6664924
1510812754,,,,Traced,50,17,50,17,22030005
1510813237,,,,Traced,4,6,4,6,3549658
1510816967,,,,Traced,1,7,1,7,3528865
1511132601,,,,Traced,63,72,63,72,55830640
1511136598,,,,Traced,53,69,47,56,51859746
1511141269,,,,Traced,10,1,10,1,8685963
1511154038,,,,Traced,4,3,4,3,4516120
1511154632,,,,Traced,6,4,6,4,3410060
1511154722,,,,Traced,1,2,1,2,1308048
1511154891,,,,Traced,1,10,1,10,5132142
1511157502,,,,Traced,19,12,19,12,18605808
1511157959,,,,Traced,3,4,3,4,2687715
1511459938,,,,Orphan,34,5,33,5,4627672
1511473346,,,,Traced,26,19,25,17,18706056
1511477082,,,,Traced,57,10,56,10,24152023
1511477763,,,,Traced,43,10,43,10,17565329
1511481330,,,,Traced,30,5,22,4,10406141
1511486979,,,,Traced,23,19,14,17,16564142
1511495621,,,,Traced,7,11,7,11,7653213
1511495744,,,,Traced,15,9,11,7,11872540
1511495888,,,,Traced,12,1,7,1,3125108
1511814736,,,,Traced,182,3,143,3,59447200
1511818297,,,,Traced,81,342,80,324,214986179
1511822719,,,,Traced,35,74,35,68,47115505
1511827351,,,,Traced,60,144,60,144,77864354
1511832255,,,,Traced,24,1,24,1,11425138
1511832342,,,,Traced,27,4,26,4,9928451
1511836573,,,,Traced,7,3,7,2,3942655
1511839568,,,,Traced,14,12,14,12,9613294
1511840391,,,,Traced,1,2,1,2,2089619
1512163781,,,,Traced,41,93,36,85,61577355
1512164384,,,,Traced,20,4,15,2,5654567
1512172301,,,,Traced,68,93,63,83,84982936
1512173180,,,,Traced,232,150,223,147,154032062
1512173222,,,,Traced,3,5,2,5,3057410
1512178490,,,,Traced,19,29,14,22,11462300
1512181486,,,,Traced,1,4,1,4,2714726
1512181520,,,,Traced,8,6,8,6,3828851
1512181961,,,,Traced,1,14,1,14,14952479
1512517893,,,,Traced,13,6,8,4,5259967
1512519408,,,,Traced,1,8,1,8,4373261
1512523034,,,,Traced,9,3,9,3,4438098
1512862783,,,,Traced,18,5,18,2,8156577
1512864182,,,,Traced,75,43,75,43,102869401
1513187005,,,,Traced,14,8,8,5,6135891
1513541590,,,,Traced,16,9,11,6,6207800
1513545690,,,,Traced,54,65,14,14,45885832
1513674176,ER4d(ring)_R,,ER4d,Traced,1993,588,2,2,1182276480
1515207789,,,,Traced,81,151,52,82,106294184
1534124048,H2 LPTC_R,,H2,Traced,1219,46,1,2,7354238815
1534270924,VES041_R,IbSpVeL-(LIb)(c)Sm(b),VES041,Traced,6988,2517,509,521,4897186673
1534288046,,,,Traced,574,34,97,1,243094397
1539119715,,,,Traced,82,105,69,93,204760030
1540146301,,,,Traced,13,9,8,7,18382161
1540146302,,,,Traced,24,102,19,76,90037434
1540146657,,,,Traced,58,151,58,151,152335951
1540823984,,,,Traced,5,3,5,3,1228475
1540824019,,,,Traced,44,1,44,1,7699263
1540824250,,,,Traced,52,126,49,121,119667362
1540824642,,,,Traced,13,10,12,10,7069227
1540828719,,,,Traced,209,171,193,160,158971803
1541001122,,,,Traced,98,157,37,63,142262104
1541001128,LAL089_R,,LAL089,Traced,435,81,49,60,400182665
1541156943,,,,Traced,52,2,51,2,17220906
1541156958,,,,Traced,277,392,277,392,363179817
1541161576,,,,Traced,234,225,234,225,181993848
1541170678,,,,Traced,4,6,4,6,3277461
1541338718,LAL093_R,,LAL093,Traced,223,59,35,58,226442935
1541359136,LAL122_R,,LAL122,Traced,3545,214,83,209,1266959466
1541493712,,,,Traced,286,362,274,346,305184222
1541493984,,,,Orphan,13,4,13,4,2213675
1541494140,,,,Traced,289,38,289,38,74611978
1541494262,,,,Traced,305,372,305,372,276759558
1541497975,,,,Traced,157,121,157,121,73149105
1541498106,,,,Orphan,11,1,11,1,2178375
1541502992,,,,Traced,44,133,44,133,68944146
1541506628,,,,Traced,1,5,1,5,2895514
1541506831,,,,Traced,10,3,10,3,2555321
1541510683,,,,Traced,1,2,1,2,1649358
1541511257,,,,Traced,1,7,1,7,4120649
1541701033,LAL092_R,,LAL092,Traced,352,59,33,54,223080566
1541701145,VES057(PDM28)_L,,VES057,Traced,568,510,183,2,950127863
1541830339,,,,Traced,58,64,58,64,54688062
1541835521,,,,Traced,142,67,142,67,54216610
1541843785,,,,Traced,28,7,28,7,9900024
1541848299,,,,Traced,18,15,18,14,10658093
1541852081,,,,Traced,2,3,2,3,1841455
1542033633,LAL120_R,,LAL120,Traced,7808,573,145,537,2275597100
1542163413,,,,Traced,240,129,175,76,118349202
1542167276,,,,Traced,1098,92,914,59,385472677
1542176291,,,,Orphan,6,3,6,3,1813392
1542179873,,,,Traced,58,28,58,28,19334367
1542181412,,,,Traced,5,28,5,28,18477066
1542183880,,,,Traced,29,12,29,12,6224760
1542184872,,,,Traced,15,1,15,1,3091828
1542189455,,,,Traced,10,2,10,2,5822068
1542189950,,,,Traced,7,13,7,13,8853756
1542192732,,,,Traced,2,2,2,2,1662015
1542193859,,,,Traced,6,3,6,3,3252296
1542508601,,,,Traced,272,131,156,87,138969822
1542517461,,,,Traced,51,5,25,4,15979078
1542845495,,,,Assign,10,1,10,1,1720789
1542853846,,,,Orphan,5,4,5,4,1793087
1542862215,,,,Traced,752,4,624,4,386626386
1542874934,,,,Traced,38,39,38,39,28783591
1543124780,,,,Traced,2,4,1,4,257608713
1543138040,LAL042(ADM10)_L,,LAL042,Traced,1706,670,421,60,985951206
1543211638,,,,Traced,1,2,1,2,2376356
1543216060,,,,Traced,104,7,56,3,41266797
1543216192,,,,Traced,3,5,3,5,3872791
1543410489,LAL126_R,VeL-X(c)3,LAL126,Traced,2989,15,1,1,1155427462
1543535599,mALD1(AVM18)_R,,mALD1,Traced,954,21,597,3,1439938323
1543536216,,,,Traced,41,44,36,42,30910189
1543552765,,,,Traced,7,7,7,7,7999166
1543552825,,,,Traced,4,7,1,3,4581227
1543554128,,,,Traced,22,5,20,5,6918113
1543557547,,,,Traced,4,4,4,4,1156758
1543558340,,,,Traced,1,4,1,4,1167389
1543747434,LAL126_R,VeL-X(c)3,LAL126,Traced,2821,6,1,1,1156230051
1543895030,,,,Traced,13,6,13,6,3795337
1543897771,,,,Traced,8,5,5,5,4063326
1543899046,,,,Traced,1,3,1,3,1995916
1544213010,,,,Traced,115,133,75,92,122885773
1544554625,CRE044(ADM10)_L,,CRE044,Traced,387,525,121,165,313827725
1544917397,,,,Traced,43,45,28,22,35100941
1545262078,,,,Traced,25,14,2,1,7693312
1545901212,,,,Traced,681,85,596,80,119796112
1546099433,LAL095_R,,LAL095,Traced,295,47,48,42,217571919
1546233765,(AVM19)_L,,,Traced,6,3,4,2,214315383
1546242545,,,,Traced,268,215,156,108,165602363
1560734467,PLP078_R,,PLP078,Traced,2846,13,1,3,2382678905
1566524544,LPTC contra2_R,,,Traced,2255,55,1,1,2902800575
1568711739,LCNOp(LAL-NO3p)_L,LCNp,LCNOp,Traced,2262,384,1222,11,968794750
1571181154,,,,Traced,3,7,2,4,41743996
1571345230,LAL117_R,,LAL117,Traced,450,91,33,29,502886266
1571371076,,,,Traced,44,117,21,43,113949496
1571371086,,,,Traced,109,180,41,79,136741011
1571371141,,,,Traced,137,153,40,56,116862889
1571371226,LAL091_R,,LAL091,Traced,384,55,52,50,232249033
1571371251,LAL094_R,,LAL094,Traced,405,46,29,32,252966308
1571509308,,,,Traced,80,130,70,123,106151055
1571509466,,,,Traced,7,9,7,9,7744183
1571695037,LAL094_R,,LAL094,Traced,217,14,2,6,199022742
1571708161,LAL094_R,,LAL094,Traced,277,7,1,2,216777768
1571708235,,,,Traced,142,144,43,40,149116997
1571846629,,,,Traced,85,7,85,7,36446009
1571850419,,,,Traced,19,20,19,20,10137171
1571850597,,,,Traced,481,62,390,43,222786631
1571850603,,,,Traced,19,38,19,38,22251262
1571850985,,,,Traced,69,75,69,75,58869965
1571854741,,,,Traced,10,18,10,18,9606466
1571855073,,,,Traced,11,9,11,8,3920072
1571855124,(AVM09)_L,,,Traced,260,109,108,12,240488450
1571858925,,,,Traced,8,4,8,4,3138213
1571859076,AOTU037_R,,AOTU037,Traced,632,107,126,105,438068063
1571863985,,,,Traced,33,52,33,52,43236050
1571864036,,,,Traced,624,140,614,139,363727802
1572032028,LAL092_R,,LAL092,Traced,345,58,61,58,198359651
1572036642,LAL095_R,,LAL095,Traced,275,55,62,52,198994569
1572174658,,,,Traced,39,7,39,7,12049746
1572187570,,,,Orphan,22,2,22,2,4407151
1572187731,,,,Traced,23,2,23,2,7254581
1572196632,,,,Traced,49,4,49,4,21041050
1572201138,,,,Traced,29,8,29,8,25324489
1572373099,LAL194_R,VeL-X(c)2,LAL194,Traced,1618,350,3,4,905377964
1572506620,,,,Assign,11,1,11,1,3125008
1572507044,,,,Traced,56,15,36,10,31157010
1572519796,,,,Orphan,16,1,16,1,957693
1572520204,LAL005_R,,LAL005,Traced,474,126,108,93,402431356
1572520327,,,,Orphan,16,2,16,2,3970082
1572528108,,,,Traced,30,142,30,142,83617564
1572528478,,,,Traced,34,146,34,146,84230986
1572528890,,,,Traced,72,294,72,294,171152308
1572529279,,,,Traced,35,68,35,68,48751370
1572529616,,,,Traced,364,64,363,63,143147074
1572529638,,,,Traced,55,190,55,190,122546883
1572533434,,,,Traced,610,2,602,2,204411640
1572536841,,,,Traced,11,2,11,2,3510679
1572542455,,,,Traced,3,11,3,11,6492372
1572542524,,,,Traced,5,10,5,10,5208736
1572744091,LAL073_R,VeL-LVe(c)2,LAL073,Traced,8343,473,78,459,2372092630
1572744753,,,,Traced,236,117,115,5,245179881
1572848400,,,,Traced,140,124,98,80,94821425
1572869705,,,,Traced,57,252,57,252,154467139
1572873919,,,,Traced,31,110,31,110,69383803
1572874276,,,,Traced,10,55,10,55,36062569
1572878544,,,,Traced,24,1,24,1,5817324
1572882886,,,,Traced,62,115,62,111,66841782
1572882944,,,,Traced,122,13,122,13,28140669
1573045882,LAL096_R,,LAL096,Traced,96,32,2,3,226282925
1573189033,,,,Traced,150,102,125,87,89781968
1573206643,,,,Traced,258,85,201,62,181089298
1573206719,(ADM03)_L,,,Traced,787,140,514,84,386478092
1573215051,,,,Traced,82,391,82,391,231267038
1573216076,,,,Traced,45,175,45,175,112298738
1573216431,,,,Traced,98,367,98,367,243265019
1573216483,,,,Traced,88,390,88,390,224979021
1573223663,,,,Traced,5,5,5,5,6683821
1573223926,,,,Traced,2,5,2,5,2628790
1573224099,,,,Traced,6,2,6,2,2418171
1573228851,,,,Traced,4,3,4,3,1456688
1573525356,,,,Orphan,2,5,2,5,2810047
1573525507,,,,Orphan,1,2,1,2,52507
1573547431,,,,Traced,831,261,518,187,496262771
1573551885,LAL120(AVM20)_L,,LAL120,Traced,900,832,564,1,1108817545
1573552316,,,,Traced,30,135,30,135,70099807
1573552516,,,,Traced,199,257,199,257,144846207
1573556702,,,,Traced,34,138,34,138,83764280
1573564384,,,,Traced,65,4,65,4,13112937
1573564576,,,,Traced,59,61,59,61,30339760
1573565544,,,,Traced,6,5,6,5,2536412
1573565712,,,,Traced,2,6,2,6,3415991
1573569137,,,,Traced,2,4,2,4,2261826
1573888385,,,,Orphan,10,2,10,2,3753450
1573888540,,,,Traced,258,2,214,1,214532196
1573901729,,,,Traced,8,2,8,2,3126894
1574164489,LAL104_R,,LAL104,Traced,1347,358,382,174,869511446
1574238786,,,,Traced,75,7,74,7,19555533
1574238840,,,,Traced,14,2,14,2,3378315
1574246619,,,,Traced,9,14,6,10,9005683
1574250725,,,,Traced,8,14,8,14,12564104
1574250970,,,,Traced,24,32,24,32,22193330
1574251590,,,,Traced,19,11,19,11,6554350
1574580286,,,,Traced,64,16,43,13,20987263
1574587955,,,,Traced,6,3,6,3,2390167
1574588963,,,,Traced,54,10,50,8,16113656
1574591985,,,,Traced,1,2,1,2,1393222
1574592575,,,,Traced,1,2,1,2,1282979
1574592656,,,,Traced,8,5,8,5,4015865
1574929843,,,,Traced,5,2,5,2,1339413
1575239654,,,,Assign,10,1,4,1,1826338
1575257808,,,,Orphan,23,1,2,1,3921900
1575261751,,,,Traced,78,164,49,102,114693826
1575274210,,,,Orphan,1,2,1,2,1113922
1575274412,,,,Traced,1,3,1,3,3564628
1575275020,,,,Traced,7,3,2,3,4667333
1575606985,,,,Traced,8,28,6,22,12684643
1575607491,,,,Traced,11,36,3,9,21237980
1575615287,,,,Traced,10,10,1,1,5033397
1575615415,,,,Traced,4,2,4,2,695290
1575615459,,,,Traced,6,5,6,5,2702745
1575615533,,,,Traced,14,10,12,6,3162796
1575908771,,,,Orphan,28,16,6,2,15058472
1575955662,,,,Traced,9,12,2,8,6957592
1575955984,,,,Traced,12,6,5,2,4798552
1576289252,,,,Traced,17,45,10,11,34486232
1576599404,,,,Traced,153,281,120,233,170241849
1576815601,LAL177(PVM03)_L,,LAL177,Traced,857,445,87,8,538993825
1576941160,LAL116_R,,LAL116,Traced,915,520,324,347,869168111
1598663076,LAL170_R,,LAL170,Traced,1332,366,65,43,1222848175
1600489166,LAL160(PVM03)_L,CL-LC(c),LAL160,Traced,2056,863,337,70,1046665841
1601875371,,,,Traced,24,22,18,17,20593779
1601875525,,,,Traced,66,140,61,133,129825523
1602194826,,,,Traced,42,110,26,64,108914072
1602195074,,,,Traced,89,161,43,86,127980033
1602199161,LAL086_R,AoL-L(c),LAL086,Traced,558,106,73,104,455974152
1602376300,,,,Traced,233,347,170,101,480472850
1602401866,LAL095_R,,LAL095,Traced,280,43,51,43,205874435
1602401932,LAL094_R,,LAL094,Traced,374,43,15,27,250468009
1602402027,LAL092_R,,LAL092,Traced,644,84,86,84,232134079
1602531994,,,,Traced,505,75,418,43,245583974
1602549038,LAL087_R,L-L(c)1,LAL087,Traced,341,40,55,40,255028474
1602729941,PS082_R,,PS082,Traced,383,90,14,36,710319182
1602751898,LAL090(AVM09)_L,L-Lic(c),LAL090,Traced,170,128,124,2,247066722
1602873214,,,,Traced,38,68,32,68,43080819
1603200455,,,,Traced,205,222,142,159,192339639
1603200715,,,,Orphan,31,4,31,4,5056544
1603218274,,,,Traced,15,19,15,19,9923366
1603226703,,,,Traced,256,78,246,74,126539087
1603226912,,,,Traced,351,52,287,38,271652866
1603227268,,,,Traced,35,122,35,122,71452853
1603231294,,,,Traced,3,13,3,13,7682354
1603235100,,,,Traced,6,6,6,6,5896188
1603236014,,,,Traced,6,3,6,3,4267296
1603239228,,,,Traced,10,3,10,3,2205341
1603239798,,,,Traced,109,159,105,150,103075092
1603562861,,,,Orphan,4,4,4,4,1403762
1603568273,,,,Traced,12,38,12,38,20936759
1603576554,,,,Traced,21,3,21,3,5477595
1603577899,,,,Traced,3,7,3,7,4743495
1603905007,(ADM03)_L,,,Traced,361,90,287,75,165176837
1603908802,,,,Traced,59,243,59,243,143607453
1603913409,,,,Traced,163,43,163,43,32872835
1603913766,,,,Traced,108,102,108,102,58439423
1603918213,,,,Traced,4,4,4,4,3872468
1604141359,,,,Traced,995,668,24,9,557475903
1604219592,,,,Orphan,3,3,3,3,1874357
1604223824,,,,Traced,226,338,226,338,221871394
1604241699,,,,Traced,175,8,175,8,60261642
1604262671,,,,Traced,1,4,1,4,2654667
1604555970,,,,Orphan,12,1,12,1,815852
1604561104,,,,Traced,218,28,218,28,44216075
1604586685,,,,Orphan,21,2,21,2,2194202
1604598965,,,,Traced,52,112,27,54,43438993
1604599882,,,,Traced,3,4,3,4,2445082
1604600050,,,,Traced,5,3,5,3,2891073
1604600089,,,,Traced,9,7,9,7,3499847
1604603994,,,,Traced,4,2,4,2,556168
1604604184,,,,Traced,2,3,2,3,2723979
1604788947,(AVM09)_L,,,Traced,245,94,55,1,151680649
1604914822,(PDM27)_L,,,Traced,405,16,137,7,827492441
1604935985,,,,Traced,39,187,39,187,105960790
1604940882,,,,Orphan,1,2,1,2,1245899
1604940999,,,,Traced,4,3,4,3,4094313
1604944945,,,,Traced,47,4,47,4,13995971
1605138727,,,,Traced,116,256,7,11,221083203
1605156604,,,,Traced,364,712,67,157,654267799
1605181883,LAL008(ADM02)_L,,LAL008,Traced,1754,717,376,61,1138502686
1605259450,,,,Orphan,10,2,10,2,2093807
1605264477,,,,Orphan,8,8,8,8,1971983
1605269088,,,,Traced,97,24,66,24,41781602
1605269126,,,,Traced,123,15,60,9,26091205
1605277441,,,,Traced,8,2,8,2,2470978
1605455071,LAL171_R,,LAL171,Traced,1617,167,62,66,824507555
1605518663,AOTU019(ADM10)_L,AoSiLVe-LVeSpIp(c),AOTU019,Traced,3228,2111,2428,8,6781032290
1605609678,,,,Orphan,5,3,5,3,2153936
1605613642,,,,Traced,124,19,124,19,47384343
1605627519,,,,Traced,11,1,11,1,3134331
1605842920,LAL159(PVM03)_L,VeLC-L(c),LAL159,Traced,3109,1107,1361,142,1843324783
1605938213,,,,Traced,555,149,442,128,112235688
1605942113,,,,Assign,8,2,2,2,1175889
1605964002,,,,Traced,9,16,9,16,10192015
1605967994,,,,Traced,10,4,10,4,5586052
1605968116,,,,Traced,3,2,3,2,3949443
1606131544,(PVM09)_L,,,Traced,764,1292,21,2,912608427
1606295920,,,,Traced,23,5,9,1,5012830
1606305471,,,,Traced,6,3,6,3,1883014
1606308849,,,,Traced,13,4,13,4,3273787
1606632744,,,,Traced,27,75,8,28,53755114
1606641758,,,,Traced,121,6,113,6,38612931
1606645424,,,,Traced,19,21,2,8,10635454
1606646209,,,,Orphan,9,9,5,6,2821523
1606990591,,,,Traced,11,16,7,5,12060673
1607311027,,,,Traced,93,260,62,179,196985114
1607323523,,,,Traced,17,50,12,45,18935024
1607323791,,,,Traced,257,340,255,329,180946737
1607324164,,,,Traced,17,43,8,19,33613709
1607324199,,,,Traced,40,55,36,39,35036456
1607331919,,,,Traced,18,25,14,15,17281383
1607660743,,,,Traced,11,19,9,13,16181278
1607665235,,,,Traced,7,11,4,5,8120600
1607997129,,,,Traced,5,13,1,3,10068163
1622134757,PS099(AVM20)_L,,PS099,Traced,394,706,52,1,1013560409
1622139666,PS099_R,,PS099,Traced,1219,83,31,80,1374167340
1622921029,(PVM09)_L,,,Traced,236,304,88,25,520173168
1628062270,LAL135(PDM27)_L,,LAL135,Traced,559,425,144,94,926258846
1629383757,Ascending?,,,Traced,5797,1631,29,25,3262430111
1631865316,(ADM03)_L,,,Traced,404,94,252,60,174648511
1632361781,LAL167_R,,LAL167,Traced,532,231,8,21,783807325
1632409111,LAL194_R,VeL-X(c)2,LAL194,Traced,1884,348,2,1,953021784
1632746874,LAL096_R,,LAL096,Traced,61,38,2,6,125037430
1633078450,,,,Traced,74,192,10,19,259543483
1633234255,,,,Traced,55,88,55,88,62344958
1633411652,PLP078(AVM20)_L,,PLP078,Traced,138,1296,2,1,1672701183
1633411858,LAL085_R,,LAL085,Traced,852,9,3,7,566210396
1633588026,,,,Traced,80,65,67,49,60623004
1633753107,LAL085_R,,LAL085,Traced,643,3,6,3,583370045
1633911852,,,,Traced,18,3,18,3,4333962
1633915953,,,,Orphan,2,3,2,3,2090774
1633925387,,,,Traced,14,19,13,19,21358243
